unix,date,symbol,open,high,low,close,Volume BNB,Volume USDT,tradecount
1624884480000,2021-06-28T12:48:00Z,BNB/USDT,286.63,288.71,286.49,287.65,8149.8552,2343960.587681,2029
1624884420000,2021-06-28T12:47:00Z,BNB/USDT,285.85,286.66,285.85,286.66,989.1939,283156.674553,326
1624884360000,2021-06-28T12:46:00Z,BNB/USDT,286.37,286.4,285.83,285.86,480.4281,137494.593031,258
1624884300000,2021-06-28T12:45:00Z,BNB/USDT,286.24,286.6,286.23,286.36,1489.1223,426447.542921,412
1624884240000,2021-06-28T12:44:00Z,BNB/USDT,285.76,286.3,285.73,286.26,795.5519,227589.751077,417
1624884180000,2021-06-28T12:43:00Z,BNB/USDT,285.64,286,285.6,285.75,1320.3675,377438.905442,559
1624884120000,2021-06-28T12:42:00Z,BNB/USDT,285.56,285.77,285.55,285.64,428.7562,122481.311847,328
1624884060000,2021-06-28T12:41:00Z,BNB/USDT,285.77,285.78,285.54,285.55,986.8738,281829.05902,236
1624884000000,2021-06-28T12:40:00Z,BNB/USDT,285.69,285.73,285.54,285.72,375.2607,107172.512545,234
1624883940000,2021-06-28T12:39:00Z,BNB/USDT,285.62,285.73,285.54,285.69,1096.8374,313242.772802,388
1624883880000,2021-06-28T12:38:00Z,BNB/USDT,285.76,285.8,285.51,285.62,423.6496,121009.638087,285
1624883820000,2021-06-28T12:37:00Z,BNB/USDT,285.61,285.77,285.53,285.72,550.8358,157345.964388,276
1624883760000,2021-06-28T12:36:00Z,BNB/USDT,285.44,285.77,285.19,285.61,676.4007,193105.357453,308
1624883700000,2021-06-28T12:35:00Z,BNB/USDT,285.13,285.64,285.12,285.42,1200.8306,342800.990445,441
1624883640000,2021-06-28T12:34:00Z,BNB/USDT,285.08,285.26,284.85,285.13,1309.121,373175.465702,366
1624883580000,2021-06-28T12:33:00Z,BNB/USDT,285.49,285.67,284.77,285.08,1984.3512,565721.416849,1001
1624883520000,2021-06-28T12:32:00Z,BNB/USDT,285.58,285.98,285.15,285.43,1417.0738,404608.621845,756
1624883460000,2021-06-28T12:31:00Z,BNB/USDT,285.9,286.17,285.26,285.57,1979.9039,565678.589763,773
1624883400000,2021-06-28T12:30:00Z,BNB/USDT,286.68,286.69,285.75,285.86,1712.6794,489953.985139,715
1624883340000,2021-06-28T12:29:00Z,BNB/USDT,286.44,286.72,286.25,286.68,1162.7668,333146.460764,369
1624883280000,2021-06-28T12:28:00Z,BNB/USDT,286.71,286.92,286.35,286.42,1096.161,314153.550289,379
1624883220000,2021-06-28T12:27:00Z,BNB/USDT,286.83,287.11,286.5,286.69,1558.662,446936.900168,660
1624883160000,2021-06-28T12:26:00Z,BNB/USDT,287.08,287.33,286.72,286.84,978.8177,280940.366117,541
1624883100000,2021-06-28T12:25:00Z,BNB/USDT,288.09,288.17,287.08,287.09,1760.762,506176.812141,749
1624883040000,2021-06-28T12:24:00Z,BNB/USDT,287.48,288.42,287.35,288.11,932.254,268331.546763,533
1624882980000,2021-06-28T12:23:00Z,BNB/USDT,287.49,287.72,287.31,287.48,963.4608,276963.698398,410
1624882920000,2021-06-28T12:22:00Z,BNB/USDT,287.63,287.7,287.37,287.47,737.2323,211998.499889,314
1624882860000,2021-06-28T12:21:00Z,BNB/USDT,288.01,288.14,287.33,287.64,1641.6934,472235.495206,677
1624882800000,2021-06-28T12:20:00Z,BNB/USDT,288.41,288.46,287.55,288.03,3226.0935,928892.890499,943
1624882740000,2021-06-28T12:19:00Z,BNB/USDT,288.61,288.74,288.27,288.41,1939.5146,559430.252559,686
1624882680000,2021-06-28T12:18:00Z,BNB/USDT,288.09,288.96,288,288.57,4526.4701,1305672.422045,1388
1624882620000,2021-06-28T12:17:00Z,BNB/USDT,287.58,288.12,287.5,288.11,2205.2258,634850.774913,1086
1624882560000,2021-06-28T12:16:00Z,BNB/USDT,286.2,287.74,286.2,287.65,1898.2844,544782.750338,823
1624882500000,2021-06-28T12:15:00Z,BNB/USDT,286.7,286.7,286.18,286.18,689.1563,197410.422609,357
1624882440000,2021-06-28T12:14:00Z,BNB/USDT,286.3,287.01,286.18,286.69,2626.5527,753090.72501,598
1624882380000,2021-06-28T12:13:00Z,BNB/USDT,286.12,286.48,285.89,286.33,890.8425,254907.087956,368
1624882320000,2021-06-28T12:12:00Z,BNB/USDT,285.78,286.16,285.65,286.13,1797.9937,514002.504072,432
1624882260000,2021-06-28T12:11:00Z,BNB/USDT,285.64,285.98,285.63,285.78,1123.1193,321041.45518,365
1624882200000,2021-06-28T12:10:00Z,BNB/USDT,286.12,286.2,285.59,285.67,1427.2953,408205.793475,414
1624882140000,2021-06-28T12:09:00Z,BNB/USDT,286.39,286.46,286.01,286.16,603.0193,172546.53741,388
1624882080000,2021-06-28T12:08:00Z,BNB/USDT,286.62,286.79,286,286.4,1094.8309,313528.389792,605
1624882020000,2021-06-28T12:07:00Z,BNB/USDT,286.71,286.79,286.16,286.63,1336.3864,382907.335846,603
1624881960000,2021-06-28T12:06:00Z,BNB/USDT,286.31,286.89,286,286.69,2388.6372,684416.948146,712
1624881900000,2021-06-28T12:05:00Z,BNB/USDT,285.04,286.4,284.91,286.3,2017.4355,576703.436033,839
1624881840000,2021-06-28T12:04:00Z,BNB/USDT,284.45,285.17,284.44,285.05,794.0348,226210.349545,495
1624881780000,2021-06-28T12:03:00Z,BNB/USDT,284.73,284.82,284.14,284.4,1173.5492,333723.250805,452
1624881720000,2021-06-28T12:02:00Z,BNB/USDT,284.65,285.17,284.01,284.74,1857.6944,529031.383686,649
1624881660000,2021-06-28T12:01:00Z,BNB/USDT,285.2,285.38,284.01,284.68,2483.352,706660.573472,957
1624881600000,2021-06-28T12:00:00Z,BNB/USDT,285.5,285.57,284.71,285.17,2603.8808,742480.166698,898
1624881540000,2021-06-28T11:59:00Z,BNB/USDT,285.22,285.57,285.07,285.51,678.9582,193717.553134,318
1624881480000,2021-06-28T11:58:00Z,BNB/USDT,285.16,285.57,285.07,285.21,571.6414,163086.633888,288
1624881420000,2021-06-28T11:57:00Z,BNB/USDT,285.59,285.62,285.02,285.17,610.8072,174220.768691,297
1624881360000,2021-06-28T11:56:00Z,BNB/USDT,285.05,285.61,284.89,285.58,1577.1286,449714.395396,445
1624881300000,2021-06-28T11:55:00Z,BNB/USDT,285.49,285.5,284.89,285.05,793.8659,226353.039316,413
1624881240000,2021-06-28T11:54:00Z,BNB/USDT,285.39,285.51,285.01,285.43,734.7465,209543.267712,327
1624881180000,2021-06-28T11:53:00Z,BNB/USDT,285.69,285.71,285.24,285.31,1603.9769,457905.943458,545
1624881120000,2021-06-28T11:52:00Z,BNB/USDT,285.92,285.94,285.65,285.68,501.7412,143372.158017,244
1624881060000,2021-06-28T11:51:00Z,BNB/USDT,285.96,286.2,285.63,285.92,1538.039,439754.405555,530
1624881000000,2021-06-28T11:50:00Z,BNB/USDT,286.32,286.73,285.87,285.94,905.0662,259183.098681,416
1624880940000,2021-06-28T11:49:00Z,BNB/USDT,286.12,286.35,286.05,286.3,237.0109,67829.682481,223
1624880880000,2021-06-28T11:48:00Z,BNB/USDT,286.21,286.35,286.04,286.12,351.6589,100649.273952,265
1624880820000,2021-06-28T11:47:00Z,BNB/USDT,286.41,286.49,286.15,286.22,604.6738,173131.927998,324
1624880760000,2021-06-28T11:46:00Z,BNB/USDT,286.59,286.84,286.39,286.41,675.6483,193646.838044,340
1624880700000,2021-06-28T11:45:00Z,BNB/USDT,286.88,286.98,286.54,286.65,1557.1261,446599.139242,562
1624880640000,2021-06-28T11:44:00Z,BNB/USDT,286.95,287,286.8,286.88,678.1158,194532.43794,309
1624880580000,2021-06-28T11:43:00Z,BNB/USDT,286.4,286.98,286.39,286.94,697.3481,199948.895364,356
1624880520000,2021-06-28T11:42:00Z,BNB/USDT,286.3,286.75,286.29,286.4,632.6015,181260.432943,362
1624880460000,2021-06-28T11:41:00Z,BNB/USDT,286,286.42,285.86,286.31,574.4317,164374.548611,318
1624880400000,2021-06-28T11:40:00Z,BNB/USDT,286.04,286.15,285.78,285.98,785.7198,224660.330416,325
1624880340000,2021-06-28T11:39:00Z,BNB/USDT,286.2,286.32,286.01,286.04,474.5752,135783.625833,241
1624880280000,2021-06-28T11:38:00Z,BNB/USDT,286.24,286.4,286.12,286.2,850.039,243354.486211,325
1624880220000,2021-06-28T11:37:00Z,BNB/USDT,286.65,286.67,286.16,286.24,925.653,265164.244237,418
1624880160000,2021-06-28T11:36:00Z,BNB/USDT,286.89,286.94,286.57,286.65,969.6505,278028.569468,380
1624880100000,2021-06-28T11:35:00Z,BNB/USDT,286.43,286.97,286.43,286.92,1299.5527,372705.617772,660
1624880040000,2021-06-28T11:34:00Z,BNB/USDT,286.11,286.57,286.03,286.44,1752.0724,501546.556159,482
1624879980000,2021-06-28T11:33:00Z,BNB/USDT,286.09,286.3,286,286.11,919.3974,263101.212827,382
1624879920000,2021-06-28T11:32:00Z,BNB/USDT,285.99,286.15,285.73,286.09,1091.6499,312163.728741,377
1624879860000,2021-06-28T11:31:00Z,BNB/USDT,285.62,286.14,285.62,285.98,425.6808,121709.638175,288
1624879800000,2021-06-28T11:30:00Z,BNB/USDT,285.74,285.88,285.41,285.63,563.0398,160811.52808,262
1624879740000,2021-06-28T11:29:00Z,BNB/USDT,285.86,285.89,285.6,285.72,307.0742,87740.496657,219
1624879680000,2021-06-28T11:28:00Z,BNB/USDT,285.76,286.07,285.76,285.87,559.5535,160002.517568,244
1624879620000,2021-06-28T11:27:00Z,BNB/USDT,285.71,286.2,285.57,285.76,1771.9553,506538.951779,609
1624879560000,2021-06-28T11:26:00Z,BNB/USDT,285.64,285.78,285.51,285.71,533.2481,152311.718469,276
1624879500000,2021-06-28T11:25:00Z,BNB/USDT,284.44,285.76,284.44,285.64,2488.5241,709542.523488,593
1624879440000,2021-06-28T11:24:00Z,BNB/USDT,284.24,284.7,284.22,284.44,1143.521,325334.043502,366
1624879380000,2021-06-28T11:23:00Z,BNB/USDT,284.63,284.71,284.18,284.18,1161.2708,330250.9573,560
1624879320000,2021-06-28T11:22:00Z,BNB/USDT,285.11,285.22,284.56,284.63,1021.9509,291096.897897,464
1624879260000,2021-06-28T11:21:00Z,BNB/USDT,284.98,285.56,284.95,285.13,851.3077,242833.382963,368
1624879200000,2021-06-28T11:20:00Z,BNB/USDT,285.54,285.65,284.96,284.98,845.1069,241103.539724,388
1624879140000,2021-06-28T11:19:00Z,BNB/USDT,285.76,285.9,285.18,285.54,809.6295,231086.815805,382
1624879080000,2021-06-28T11:18:00Z,BNB/USDT,285.1,285.97,285.06,285.77,660.4805,188611.419262,360
1624879020000,2021-06-28T11:17:00Z,BNB/USDT,284.91,285.1,284.4,285.09,1623.3104,462166.719686,608
1624878960000,2021-06-28T11:16:00Z,BNB/USDT,285.33,285.53,284.73,284.9,1045.7441,298124.455023,452
1624878900000,2021-06-28T11:15:00Z,BNB/USDT,285.38,285.97,285.34,285.34,667.5399,190681.936625,380
1624878840000,2021-06-28T11:14:00Z,BNB/USDT,285.02,285.38,284.78,285.37,1584.1115,451496.598653,646
1624878780000,2021-06-28T11:13:00Z,BNB/USDT,285.19,285.38,285,285.04,1054.1987,300587.733273,437
1624878720000,2021-06-28T11:12:00Z,BNB/USDT,285.62,285.65,285.13,285.19,677.5423,193330.548224,482
1624878660000,2021-06-28T11:11:00Z,BNB/USDT,285.84,285.85,285.59,285.62,605.8565,173092.263154,300
1624878600000,2021-06-28T11:10:00Z,BNB/USDT,286.25,286.3,285.8,285.81,1610.5296,460863.602849,413
1624878540000,2021-06-28T11:09:00Z,BNB/USDT,285.79,286.27,285.78,286.24,487.437,139381.858913,304
1624878480000,2021-06-28T11:08:00Z,BNB/USDT,285.8,285.99,285.5,285.8,971.9763,277699.760155,427
1624878420000,2021-06-28T11:07:00Z,BNB/USDT,285.8,285.97,285.5,285.81,946.1072,270259.742333,488
1624878360000,2021-06-28T11:06:00Z,BNB/USDT,285.92,286.11,285.62,285.75,1025.2304,293151.630759,440
1624878300000,2021-06-28T11:05:00Z,BNB/USDT,286.27,286.44,285.72,285.88,1315.351,376184.819008,539
1624878240000,2021-06-28T11:04:00Z,BNB/USDT,286.26,286.67,286.23,286.24,2327.5046,666632.773776,452
1624878180000,2021-06-28T11:03:00Z,BNB/USDT,286.91,286.94,286.23,286.26,1247.4164,357527.844315,490
1624878120000,2021-06-28T11:02:00Z,BNB/USDT,286.76,287.43,286.75,286.9,1837.9189,527547.625265,603
1624878060000,2021-06-28T11:01:00Z,BNB/USDT,286.67,286.99,286.55,286.76,785.2743,225189.615553,387
1624878000000,2021-06-28T11:00:00Z,BNB/USDT,286.06,286.82,285.91,286.67,1354.4576,388080.203312,521
1624877940000,2021-06-28T10:59:00Z,BNB/USDT,286.29,286.34,286,286.06,715.5914,204773.761867,271
1624877880000,2021-06-28T10:58:00Z,BNB/USDT,286.12,286.5,286.08,286.3,856.0188,245074.482214,309
1624877820000,2021-06-28T10:57:00Z,BNB/USDT,285.96,286.32,285.95,286.11,766.6637,219369.628183,284
1624877760000,2021-06-28T10:56:00Z,BNB/USDT,286.19,286.54,285.93,285.95,1001.0657,286526.069073,409
1624877700000,2021-06-28T10:55:00Z,BNB/USDT,286.88,287.12,286.07,286.18,2625.8003,752190.31129,611
1624877640000,2021-06-28T10:54:00Z,BNB/USDT,287.14,287.24,286.73,286.85,1050.4456,301411.440797,459
1624877580000,2021-06-28T10:53:00Z,BNB/USDT,287.3,287.54,287.13,287.13,1954.2219,561532.350611,606
1624877520000,2021-06-28T10:52:00Z,BNB/USDT,287.28,287.46,287.22,287.3,920.1856,264396.310779,377
1624877460000,2021-06-28T10:51:00Z,BNB/USDT,286.89,287.49,286.85,287.31,1673.1972,480558.311792,801
1624877400000,2021-06-28T10:50:00Z,BNB/USDT,285.84,286.93,285.7,286.89,1981.1454,567244.410024,761
1624877340000,2021-06-28T10:49:00Z,BNB/USDT,286.01,286.07,285.82,285.84,1467.3719,419546.026088,361
1624877280000,2021-06-28T10:48:00Z,BNB/USDT,286.12,286.15,285.81,286.03,847.9926,242488.691152,334
1624877220000,2021-06-28T10:47:00Z,BNB/USDT,286.1,286.22,285.53,286.1,1938.142,554148.633113,615
1624877160000,2021-06-28T10:46:00Z,BNB/USDT,285.74,286.2,285.5,286.11,1218.459,348203.748502,567
1624877100000,2021-06-28T10:45:00Z,BNB/USDT,285.13,285.95,285.12,285.74,1185.9968,338739.275552,640
1624877040000,2021-06-28T10:44:00Z,BNB/USDT,285.16,285.57,285.1,285.14,1284.4887,366528.625434,538
1624876980000,2021-06-28T10:43:00Z,BNB/USDT,284.72,285.35,284.64,285.15,1064.4095,303428.554557,643
1624876920000,2021-06-28T10:42:00Z,BNB/USDT,283.91,284.77,283.89,284.72,1249.3586,355198.706156,693
1624876860000,2021-06-28T10:41:00Z,BNB/USDT,284.5,284.53,283.55,283.89,3434.6732,975395.271546,1614
1624876800000,2021-06-28T10:40:00Z,BNB/USDT,285.02,285.11,284.27,284.51,1610.9562,458541.983614,716
1624876740000,2021-06-28T10:39:00Z,BNB/USDT,285.02,285.56,285.01,285.05,1948.2916,555846.987641,660
1624876680000,2021-06-28T10:38:00Z,BNB/USDT,284.96,285.55,284.79,285.03,5269.7805,1503408.368701,813
1624876620000,2021-06-28T10:37:00Z,BNB/USDT,285.55,285.74,284.88,284.98,1692.7424,482951.330227,642
1624876560000,2021-06-28T10:36:00Z,BNB/USDT,284.9,285.67,284.7,285.52,2136.4661,609411.336227,738
1624876500000,2021-06-28T10:35:00Z,BNB/USDT,285.23,285.77,284.62,284.94,2082.925,594071.446235,670
1624876440000,2021-06-28T10:34:00Z,BNB/USDT,286.59,286.65,285.2,285.21,3237.3589,926263.292713,828
1624876380000,2021-06-28T10:33:00Z,BNB/USDT,286.26,286.6,286.12,286.6,1046.9013,299777.843393,476
1624876320000,2021-06-28T10:32:00Z,BNB/USDT,285.87,286.3,285.75,286.24,1156.4415,330706.651643,641
1624876260000,2021-06-28T10:31:00Z,BNB/USDT,285.52,285.92,285.4,285.88,3306.1678,944570.011968,911
1624876200000,2021-06-28T10:30:00Z,BNB/USDT,285.31,285.89,285.26,285.52,1505.0203,429789.918103,813
1624876140000,2021-06-28T10:29:00Z,BNB/USDT,285.51,285.57,284.75,285.26,902.1727,257306.422303,491
1624876080000,2021-06-28T10:28:00Z,BNB/USDT,285.33,285.73,285.25,285.49,1298.0725,370578.191952,932
1624876020000,2021-06-28T10:27:00Z,BNB/USDT,284.4,285.51,284.31,285.33,2326.6499,662771.336107,986
1624875960000,2021-06-28T10:26:00Z,BNB/USDT,285.04,285.28,284.3,284.55,4107.4762,1170253.298203,1607
1624875900000,2021-06-28T10:25:00Z,BNB/USDT,285.69,286.16,284.27,285.04,7332.6149,2090921.807392,2630
1624875840000,2021-06-28T10:24:00Z,BNB/USDT,286.49,286.87,285.44,285.69,4288.4529,1226565.312968,1714
1624875780000,2021-06-28T10:23:00Z,BNB/USDT,287.06,287.22,286.31,286.46,2481.8588,711660.818552,1307
1624875720000,2021-06-28T10:22:00Z,BNB/USDT,288.3,288.36,287.07,287.07,879.9351,253212.338104,513
1624875660000,2021-06-28T10:21:00Z,BNB/USDT,288.21,288.66,288.21,288.29,847.307,244397.455258,314
1624875600000,2021-06-28T10:20:00Z,BNB/USDT,288.15,288.25,287.8,288.2,930.8409,268126.969151,439
1624875540000,2021-06-28T10:19:00Z,BNB/USDT,288.7,288.96,288.09,288.09,603.1541,174056.558077,406
1624875480000,2021-06-28T10:18:00Z,BNB/USDT,288.52,288.76,288.16,288.7,1022.0711,294886.29342,472
1624875420000,2021-06-28T10:17:00Z,BNB/USDT,287.53,288.61,287.49,288.53,1138.431,328154.244024,571
1624875360000,2021-06-28T10:16:00Z,BNB/USDT,287.1,287.7,287,287.56,1249.3539,358976.954797,622
1624875300000,2021-06-28T10:15:00Z,BNB/USDT,288.1,288.11,287,287.1,2448.5115,704229.200762,649
1624875240000,2021-06-28T10:14:00Z,BNB/USDT,288.68,288.73,287.91,288.12,881.7421,254101.598955,450
1624875180000,2021-06-28T10:13:00Z,BNB/USDT,288.22,289.01,288.22,288.68,1523.1182,439792.810609,607
1624875120000,2021-06-28T10:12:00Z,BNB/USDT,288.22,288.5,288,288.2,632.2712,182225.627308,378
1624875060000,2021-06-28T10:11:00Z,BNB/USDT,288.48,288.59,287.91,288.18,1776.9541,512209.641779,671
1624875000000,2021-06-28T10:10:00Z,BNB/USDT,288.02,288.63,287.99,288.49,1919.5638,553506.82017,690
1624874940000,2021-06-28T10:09:00Z,BNB/USDT,287.65,288.17,287.6,288.03,1597.8209,460038.550088,570
1624874880000,2021-06-28T10:08:00Z,BNB/USDT,287.81,288.13,287.59,287.7,1625.2171,467832.840277,692
1624874820000,2021-06-28T10:07:00Z,BNB/USDT,288.05,288.49,287.8,287.81,1639.7328,472454.657086,651
1624874760000,2021-06-28T10:06:00Z,BNB/USDT,287.06,288.29,286.8,288.04,3033.9949,872479.409325,1185
1624874700000,2021-06-28T10:05:00Z,BNB/USDT,288.89,288.94,287,287.06,6620.5894,1904882.438965,2559
1624874640000,2021-06-28T10:04:00Z,BNB/USDT,290.04,290.04,288.49,288.87,2339.4851,676627.257325,889
1624874580000,2021-06-28T10:03:00Z,BNB/USDT,290.19,290.27,290.01,290.05,645.2385,187202.514633,388
1624874520000,2021-06-28T10:02:00Z,BNB/USDT,290.42,290.62,290.17,290.17,1695.5756,492461.016073,520
1624874460000,2021-06-28T10:01:00Z,BNB/USDT,290.14,290.46,289.68,290.46,1524.7927,442173.841165,593
1624874400000,2021-06-28T10:00:00Z,BNB/USDT,289.38,290.17,289.38,290.15,2956.4369,856195.703367,637
1624874340000,2021-06-28T09:59:00Z,BNB/USDT,289.72,289.72,289.15,289.35,844.222,244331.747381,431
1624874280000,2021-06-28T09:58:00Z,BNB/USDT,290.11,290.16,289.38,289.73,1007.6546,291936.285947,471
1624874220000,2021-06-28T09:57:00Z,BNB/USDT,289.97,290.41,289.78,290.11,1722.9061,499793.083688,811
1624874160000,2021-06-28T09:56:00Z,BNB/USDT,289.86,290,289.58,289.97,758.4814,219816.403855,401
1624874100000,2021-06-28T09:55:00Z,BNB/USDT,289.36,289.86,289.3,289.86,2573.2971,745342.89383,768
1624874040000,2021-06-28T09:54:00Z,BNB/USDT,289.11,289.6,289.04,289.37,1897.8999,549039.337189,542
1624873980000,2021-06-28T09:53:00Z,BNB/USDT,289.22,289.45,289.08,289.1,901.0416,260610.303788,415
1624873920000,2021-06-28T09:52:00Z,BNB/USDT,289.42,289.42,288.76,289.24,4266.714,1233229.957872,1042
1624873860000,2021-06-28T09:51:00Z,BNB/USDT,288.91,289.6,288.84,289.35,2851.9187,824675.933693,851
1624873800000,2021-06-28T09:50:00Z,BNB/USDT,289.41,289.44,288.72,288.93,3516.0263,1016538.076898,877
1624873740000,2021-06-28T09:49:00Z,BNB/USDT,289.49,289.75,288.58,289.43,4414.9308,1276172.562854,1443
1624873680000,2021-06-28T09:48:00Z,BNB/USDT,289.78,290.08,289.29,289.49,3383.1905,980264.169327,977
1624873620000,2021-06-28T09:47:00Z,BNB/USDT,291.01,291.16,289.3,289.78,4896.4544,1420489.47075,2243
1624873560000,2021-06-28T09:46:00Z,BNB/USDT,291.26,291.29,290.7,291,3427.5635,997334.552505,939
1624873500000,2021-06-28T09:45:00Z,BNB/USDT,291.58,291.58,290.88,291.26,4129.1217,1202096.331012,822
1624873440000,2021-06-28T09:44:00Z,BNB/USDT,291.6,291.81,291.14,291.55,1015.441,295872.325552,381
1624873380000,2021-06-28T09:43:00Z,BNB/USDT,291.76,291.88,291.35,291.59,563.3545,164270.535696,317
1624873320000,2021-06-28T09:42:00Z,BNB/USDT,291.64,291.93,291.44,291.76,2171.8128,633238.101753,386
1624873260000,2021-06-28T09:41:00Z,BNB/USDT,292.13,292.52,291.41,291.63,1328.821,387894.985655,529
1624873200000,2021-06-28T09:40:00Z,BNB/USDT,291.46,292.21,291.43,292.13,1207.1137,352324.132865,468
1624873140000,2021-06-28T09:39:00Z,BNB/USDT,291.46,291.49,291.12,291.45,1901.2357,553823.970556,678
1624873080000,2021-06-28T09:38:00Z,BNB/USDT,292.03,292.08,291,291.51,4634.8782,1351047.309474,1260
1624873020000,2021-06-28T09:37:00Z,BNB/USDT,292.52,292.67,291.65,292.04,4084.6257,1193092.827998,1429
1624872960000,2021-06-28T09:36:00Z,BNB/USDT,293.2,293.42,292.51,292.51,1381.0745,404697.025745,481
1624872900000,2021-06-28T09:35:00Z,BNB/USDT,292.78,293.39,292.62,293.16,1278.0863,374515.345241,572
1624872840000,2021-06-28T09:34:00Z,BNB/USDT,294,294.03,292.59,292.78,2529.6064,741527.978342,1160
1624872780000,2021-06-28T09:33:00Z,BNB/USDT,295.36,295.37,293.59,293.95,3848.7222,1132505.169343,1278
1624872720000,2021-06-28T09:32:00Z,BNB/USDT,295.43,295.72,295.12,295.36,1988.7796,587323.94785,754
1624872660000,2021-06-28T09:31:00Z,BNB/USDT,296.21,296.99,295.3,295.44,4369.2794,1294714.256837,2493
1624872600000,2021-06-28T09:30:00Z,BNB/USDT,294.77,296.4,294.73,296.21,6408.731,1894641.237164,2704
1624872540000,2021-06-28T09:29:00Z,BNB/USDT,294.04,294.83,294.02,294.76,2694.0469,793386.799299,1554
1624872480000,2021-06-28T09:28:00Z,BNB/USDT,293.47,294.18,293.31,294.1,890.718,261744.291865,406
1624872420000,2021-06-28T09:27:00Z,BNB/USDT,293.48,293.71,293.34,293.5,287.3986,84347.058406,200
1624872360000,2021-06-28T09:26:00Z,BNB/USDT,293.35,293.61,293.28,293.49,376.094,110374.680432,255
1624872300000,2021-06-28T09:25:00Z,BNB/USDT,293.04,294.02,293.01,293.35,3169.6746,930376.465403,497
1624872240000,2021-06-28T09:24:00Z,BNB/USDT,293.58,293.71,293.01,293.04,739.7708,217034.801189,318
1624872180000,2021-06-28T09:23:00Z,BNB/USDT,293.83,293.9,293.3,293.59,1479.8052,434286.556706,457
1624872120000,2021-06-28T09:22:00Z,BNB/USDT,293.3,294,293.29,293.82,1382.5909,405990.724001,493
1624872060000,2021-06-28T09:21:00Z,BNB/USDT,293.25,293.37,293.2,293.31,443.7451,130124.357318,188
1624872000000,2021-06-28T09:20:00Z,BNB/USDT,293.31,293.34,293.2,293.23,591.5399,173468.236664,262
1624871940000,2021-06-28T09:19:00Z,BNB/USDT,292.91,293.48,292.85,293.3,1108.69,325168.233666,315
1624871880000,2021-06-28T09:18:00Z,BNB/USDT,293,293.02,292.8,292.91,1118.1167,327503.629598,349
1624871820000,2021-06-28T09:17:00Z,BNB/USDT,292.64,293.15,292.54,293,877.488,256992.229995,292
1624871760000,2021-06-28T09:16:00Z,BNB/USDT,292.5,292.74,292.5,292.64,375.9692,110008.820737,238
1624871700000,2021-06-28T09:15:00Z,BNB/USDT,292.65,292.8,292.5,292.5,318.6116,93229.838635,180
1624871640000,2021-06-28T09:14:00Z,BNB/USDT,292.57,292.99,292.57,292.64,690.9455,202255.772121,270
1624871580000,2021-06-28T09:13:00Z,BNB/USDT,292.54,292.67,292.5,292.57,645.8785,188947.58909,254
1624871520000,2021-06-28T09:12:00Z,BNB/USDT,292.61,292.66,292.31,292.52,650.5553,190284.455508,267
1624871460000,2021-06-28T09:11:00Z,BNB/USDT,292.29,292.73,292.23,292.6,864.3494,252777.162035,291
1624871400000,2021-06-28T09:10:00Z,BNB/USDT,292.56,292.63,292.05,292.28,1094.5278,320002.821135,474
1624871340000,2021-06-28T09:09:00Z,BNB/USDT,292.96,293.11,292.53,292.56,788.9664,231053.672869,407
1624871280000,2021-06-28T09:08:00Z,BNB/USDT,292.84,293,292.79,292.97,619.3729,181440.500314,327
1624871220000,2021-06-28T09:07:00Z,BNB/USDT,292.7,292.94,292.6,292.84,698.7454,204538.915932,324
1624871160000,2021-06-28T09:06:00Z,BNB/USDT,292.61,293.14,292.61,292.71,647.609,189668.850375,333
1624871100000,2021-06-28T09:05:00Z,BNB/USDT,292.33,292.72,292.11,292.61,1382.7956,404400.841193,495
1624871040000,2021-06-28T09:04:00Z,BNB/USDT,292.63,292.77,292.24,292.3,808.0624,236321.035987,463
1624870980000,2021-06-28T09:03:00Z,BNB/USDT,292.83,292.92,292.51,292.57,1695.1108,496213.628885,455
1624870920000,2021-06-28T09:02:00Z,BNB/USDT,293.34,293.4,292.68,292.82,1517.6522,444768.869315,579
1624870860000,2021-06-28T09:01:00Z,BNB/USDT,293.38,293.86,293.3,293.34,1107.4137,325028.83625,438
1624870800000,2021-06-28T09:00:00Z,BNB/USDT,294.02,294.09,293.31,293.39,1545.4047,453848.737963,644
1624870740000,2021-06-28T08:59:00Z,BNB/USDT,293.97,294.09,293.86,294,462.3113,135917.935807,196
1624870680000,2021-06-28T08:58:00Z,BNB/USDT,294.03,294.04,293.82,293.96,507.4959,149164.932621,273
1624870620000,2021-06-28T08:57:00Z,BNB/USDT,293.95,294.43,293.84,294.07,3202.9062,942373.054485,531
1624870560000,2021-06-28T08:56:00Z,BNB/USDT,294.3,294.3,293.76,294,966.6183,284146.14655,365
1624870500000,2021-06-28T08:55:00Z,BNB/USDT,293.89,294.44,293.89,294.31,1457.5592,428834.245183,348
1624870440000,2021-06-28T08:54:00Z,BNB/USDT,294.3,294.34,293.8,293.92,1507.4774,443329.174217,434
1624870380000,2021-06-28T08:53:00Z,BNB/USDT,294.01,294.36,294,294.33,757.382,222827.479748,267
1624870320000,2021-06-28T08:52:00Z,BNB/USDT,293.96,294.32,293.86,294,680.3441,200078.407478,267
1624870260000,2021-06-28T08:51:00Z,BNB/USDT,294.72,294.72,293.77,293.97,2099.9655,617554.414571,598
