unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1624940760000,2021-06-29T04:26:00Z,BTC/USDT,34732.95,34749.71,34709.4,34749.71,7.974669,276911.40208933,307
1624940700000,2021-06-29T04:25:00Z,BTC/USDT,34695.93,34734.95,34695.7,34732.95,12.075085,419232.49592181,396
1624940640000,2021-06-29T04:24:00Z,BTC/USDT,34661.8,34700,34659.83,34695.93,11.249675,390189.80651883,352
1624940580000,2021-06-29T04:23:00Z,BTC/USDT,34731.33,34738.84,34636,34661.8,37.479805,1300170.60354212,979
1624940520000,2021-06-29T04:22:00Z,BTC/USDT,34722.36,34744,34694.33,34731.35,19.038826,660809.16687207,371
1624940460000,2021-06-29T04:21:00Z,BTC/USDT,34711.78,34736.99,34709.77,34722.36,18.361786,637575.44423252,373
1624940400000,2021-06-29T04:20:00Z,BTC/USDT,34680,34726.71,34680,34711.07,26.146029,907392.63708732,611
1624940340000,2021-06-29T04:19:00Z,BTC/USDT,34724.41,34743.59,34673.46,34680,76.044363,2638942.338012,938
1624940280000,2021-06-29T04:18:00Z,BTC/USDT,34790.17,34790.18,34716.41,34724.42,37.012888,1286212.82896371,791
1624940220000,2021-06-29T04:17:00Z,BTC/USDT,34813.45,34836.37,34781.23,34790.17,28.699743,999263.42365015,585
1624940160000,2021-06-29T04:16:00Z,BTC/USDT,34780.38,34820,34778.09,34814.03,26.203178,912138.9773146,527
1624940100000,2021-06-29T04:15:00Z,BTC/USDT,34751.56,34808.05,34743.39,34785.99,36.550631,1271255.95196036,777
1624940040000,2021-06-29T04:14:00Z,BTC/USDT,34766.64,34789.77,34750.27,34751.56,18.450117,641370.38546123,375
1624939980000,2021-06-29T04:13:00Z,BTC/USDT,34768.23,34791.23,34766.65,34766.65,17.789406,618707.9650802,443
1624939920000,2021-06-29T04:12:00Z,BTC/USDT,34797.84,34799.65,34751.18,34768.23,35.634283,1238982.44926719,683
1624939860000,2021-06-29T04:11:00Z,BTC/USDT,34796.29,34800,34769.76,34797.84,32.662116,1136305.63390347,732
1624939800000,2021-06-29T04:10:00Z,BTC/USDT,34838.64,34842.07,34780.3,34796.29,32.572941,1133782.75615689,766
1624939740000,2021-06-29T04:09:00Z,BTC/USDT,34827.13,34875.19,34813.14,34838.64,57.264428,1994812.40153072,957
1624939680000,2021-06-29T04:08:00Z,BTC/USDT,34880.24,34899.56,34825,34827.12,71.605158,2496185.77489894,1209
1624939620000,2021-06-29T04:07:00Z,BTC/USDT,34917.72,34967.69,34820.73,34880.25,191.989722,6702774.48612338,2931
1624939560000,2021-06-29T04:06:00Z,BTC/USDT,34734.87,34930,34713.58,34908.85,350.767188,12229987.39398326,5905
1624939500000,2021-06-29T04:05:00Z,BTC/USDT,34692.63,34754.52,34692.63,34735.03,42.549522,1477863.07833363,992
1624939440000,2021-06-29T04:04:00Z,BTC/USDT,34678,34736,34652.77,34692.62,59.949575,2079670.11479149,1112
1624939380000,2021-06-29T04:03:00Z,BTC/USDT,34691.98,34698.3,34662.02,34678,44.444961,1541560.16166531,806
1624939320000,2021-06-29T04:02:00Z,BTC/USDT,34656.74,34721.1,34650.94,34691.98,62.714865,2175835.4163138,1386
1624939260000,2021-06-29T04:01:00Z,BTC/USDT,34599.99,34671.2,34584.07,34656.74,62.264764,2157578.17801219,1203
1624939200000,2021-06-29T04:00:00Z,BTC/USDT,34577.09,34600,34534,34599.99,30.179936,1042853.5128352,679
1624939140000,2021-06-29T03:59:00Z,BTC/USDT,34586.43,34595.6,34567.98,34577.16,11.877319,410720.50178998,324
1624939080000,2021-06-29T03:58:00Z,BTC/USDT,34598.91,34599.2,34554.34,34586.44,12.263137,424014.46745983,322
1624939020000,2021-06-29T03:57:00Z,BTC/USDT,34595.21,34631.47,34588.92,34598.9,21.723637,751856.49124954,708
1624938960000,2021-06-29T03:56:00Z,BTC/USDT,34535.88,34600,34535.88,34595.21,15.025092,519380.9408963,561
1624938900000,2021-06-29T03:55:00Z,BTC/USDT,34539,34539,34511.67,34535.88,14.816718,511573.7704904,339
1624938840000,2021-06-29T03:54:00Z,BTC/USDT,34546.45,34568,34539,34539.01,13.747879,475054.74685342,369
1624938780000,2021-06-29T03:53:00Z,BTC/USDT,34568.6,34578.66,34524.47,34546.45,17.667151,610375.40821236,417
1624938720000,2021-06-29T03:52:00Z,BTC/USDT,34553.58,34574.72,34544.16,34568.6,19.299667,667005.9692065,409
1624938660000,2021-06-29T03:51:00Z,BTC/USDT,34550,34558.07,34524.14,34549.59,19.246046,664891.53355634,376
1624938600000,2021-06-29T03:50:00Z,BTC/USDT,34520.15,34558.07,34520.15,34550.01,22.381731,773115.72998497,319
1624938540000,2021-06-29T03:49:00Z,BTC/USDT,34504.47,34544.96,34495.01,34520.15,12.919226,445999.22602947,395
1624938480000,2021-06-29T03:48:00Z,BTC/USDT,34522.64,34535.52,34495.54,34504.48,18.644754,643398.98475688,370
1624938420000,2021-06-29T03:47:00Z,BTC/USDT,34544.96,34548.5,34473.15,34522.63,31.511556,1087175.73796565,668
1624938360000,2021-06-29T03:46:00Z,BTC/USDT,34545.62,34558.09,34540.02,34544.96,12.93448,446888.3141766,337
1624938300000,2021-06-29T03:45:00Z,BTC/USDT,34496.21,34556.12,34496.13,34545.63,23.076211,796654.30820643,494
1624938240000,2021-06-29T03:44:00Z,BTC/USDT,34481.44,34500,34452.04,34494.06,16.083873,554558.502895,374
1624938180000,2021-06-29T03:43:00Z,BTC/USDT,34450.29,34498.24,34447.07,34481.43,12.364974,426211.07464773,440
1624938120000,2021-06-29T03:42:00Z,BTC/USDT,34472.5,34472.5,34419.54,34450.29,12.364905,425889.79672902,528
1624938060000,2021-06-29T03:41:00Z,BTC/USDT,34481.24,34481.24,34435.72,34472.49,19.759856,680866.37640621,672
1624938000000,2021-06-29T03:40:00Z,BTC/USDT,34516.65,34542.29,34480,34481.24,25.375551,875615.87761068,589
1624937940000,2021-06-29T03:39:00Z,BTC/USDT,34555.58,34561.53,34516.65,34516.65,11.2992,390214.64569998,342
1624937880000,2021-06-29T03:38:00Z,BTC/USDT,34560.26,34574.15,34536.45,34555.57,12.881746,445150.98669132,332
1624937820000,2021-06-29T03:37:00Z,BTC/USDT,34556.45,34563,34554.66,34560.22,12.576937,434630.03033641,320
1624937760000,2021-06-29T03:36:00Z,BTC/USDT,34550,34578.82,34530.45,34556.45,15.307489,528976.68227492,413
1624937700000,2021-06-29T03:35:00Z,BTC/USDT,34574.93,34607.2,34550,34550,29.808437,1030676.26271435,567
1624937640000,2021-06-29T03:34:00Z,BTC/USDT,34627.94,34629.67,34570.56,34574.92,27.690617,958090.78962538,606
1624937580000,2021-06-29T03:33:00Z,BTC/USDT,34551.98,34639.78,34551.98,34627.95,95.008568,3287865.01639253,1612
1624937520000,2021-06-29T03:32:00Z,BTC/USDT,34503.56,34558.27,34494.87,34551.99,23.495665,811383.84352039,615
1624937460000,2021-06-29T03:31:00Z,BTC/USDT,34495.01,34504.99,34475.33,34503.56,26.401468,910388.15867551,495
1624937400000,2021-06-29T03:30:00Z,BTC/USDT,34500.01,34520.09,34495,34495.01,10.788523,372325.14679965,406
1624937340000,2021-06-29T03:29:00Z,BTC/USDT,34506.53,34509.99,34497.72,34500,9.611765,331657.48953661,253
1624937280000,2021-06-29T03:28:00Z,BTC/USDT,34521.27,34521.28,34487.5,34506.53,23.519372,811577.6069202,386
1624937220000,2021-06-29T03:27:00Z,BTC/USDT,34453.9,34529.38,34453.89,34521.34,18.84411,650055.44458843,605
1624937160000,2021-06-29T03:26:00Z,BTC/USDT,34450,34466.34,34426.43,34453.9,38.965654,1342137.38848771,723
1624937100000,2021-06-29T03:25:00Z,BTC/USDT,34490.43,34492.7,34450,34450,19.222659,662727.15624458,492
1624937040000,2021-06-29T03:24:00Z,BTC/USDT,34500.01,34511.48,34490.43,34490.47,25.843794,891607.08852728,563
1624936980000,2021-06-29T03:23:00Z,BTC/USDT,34520.4,34530,34500,34500.01,21.479605,741315.04896683,532
1624936920000,2021-06-29T03:22:00Z,BTC/USDT,34517.45,34535.9,34510.01,34520.4,24.775652,855204.59016518,488
1624936860000,2021-06-29T03:21:00Z,BTC/USDT,34552.68,34563.13,34516.48,34517.45,57.05224,1970797.51725632,953
1624936800000,2021-06-29T03:20:00Z,BTC/USDT,34499.99,34553.45,34478.74,34552.69,68.047947,2348707.8093899,975
1624936740000,2021-06-29T03:19:00Z,BTC/USDT,34488.04,34500,34479.09,34499.99,20.837046,718704.32880727,416
1624936680000,2021-06-29T03:18:00Z,BTC/USDT,34508.33,34512.83,34480.04,34488.03,37.453975,1292145.60521991,601
1624936620000,2021-06-29T03:17:00Z,BTC/USDT,34483.47,34516.24,34457.29,34506.29,38.519081,1328645.12133291,914
1624936560000,2021-06-29T03:16:00Z,BTC/USDT,34476.62,34490,34444.92,34483.47,17.962573,619074.08033075,580
1624936500000,2021-06-29T03:15:00Z,BTC/USDT,34440.71,34489.35,34416.45,34476.62,21.458227,739311.87228359,736
1624936440000,2021-06-29T03:14:00Z,BTC/USDT,34420,34449,34406.74,34440.71,33.36662,1148542.23527542,574
1624936380000,2021-06-29T03:13:00Z,BTC/USDT,34393.49,34429.91,34376.06,34420,30.837294,1060715.76278054,656
1624936320000,2021-06-29T03:12:00Z,BTC/USDT,34395.99,34407.33,34370,34393.49,25.257083,868583.00924836,494
1624936260000,2021-06-29T03:11:00Z,BTC/USDT,34357.94,34406.73,34357.94,34396,20.586175,707997.77664742,480
1624936200000,2021-06-29T03:10:00Z,BTC/USDT,34359.29,34403,34357.94,34357.95,36.097684,1241097.26757474,835
1624936140000,2021-06-29T03:09:00Z,BTC/USDT,34322.92,34364.36,34317.03,34359.29,13.313768,457067.46021321,472
1624936080000,2021-06-29T03:08:00Z,BTC/USDT,34273.92,34328.88,34265.68,34322.92,20.85246,715283.37441735,428
1624936020000,2021-06-29T03:07:00Z,BTC/USDT,34322.92,34322.93,34273.89,34273.92,20.205507,692883.42171427,448
1624935960000,2021-06-29T03:06:00Z,BTC/USDT,34325.95,34332.85,34294.83,34322.92,14.073613,482871.23218991,411
1624935900000,2021-06-29T03:05:00Z,BTC/USDT,34285.46,34325.95,34270.35,34325.94,24.600803,843707.23728394,531
1624935840000,2021-06-29T03:04:00Z,BTC/USDT,34236.18,34286.54,34226.6,34280.13,21.739208,744738.14260032,557
1624935780000,2021-06-29T03:03:00Z,BTC/USDT,34316.03,34316.03,34225.43,34236.2,67.884704,2325635.96070284,1303
1624935720000,2021-06-29T03:02:00Z,BTC/USDT,34336.69,34353.04,34312.23,34316.02,31.368019,1076821.17664116,614
1624935660000,2021-06-29T03:01:00Z,BTC/USDT,34323.48,34353.35,34320.84,34336.68,18.378098,630978.06245946,500
1624935600000,2021-06-29T03:00:00Z,BTC/USDT,34312.62,34350,34307.15,34323.48,25.250967,866939.50808187,711
1624935540000,2021-06-29T02:59:00Z,BTC/USDT,34310,34327.09,34280.07,34312.62,25.67392,880812.91739323,573
1624935480000,2021-06-29T02:58:00Z,BTC/USDT,34303.06,34310,34290.23,34309.99,9.034715,309917.47368697,359
1624935420000,2021-06-29T02:57:00Z,BTC/USDT,34281.7,34308.39,34250.44,34303.06,34.667366,1188436.63754898,839
1624935360000,2021-06-29T02:56:00Z,BTC/USDT,34301.93,34312.02,34272.07,34281.7,32.021454,1097939.9856335,712
1624935300000,2021-06-29T02:55:00Z,BTC/USDT,34353.89,34357.47,34284.61,34301.93,36.09396,1238674.29513959,745
1624935240000,2021-06-29T02:54:00Z,BTC/USDT,34322.16,34355.88,34315.53,34353.89,18.101701,621589.71325419,546
1624935180000,2021-06-29T02:53:00Z,BTC/USDT,34317.21,34333.46,34257,34322.17,91.843386,3149266.32452707,1551
1624935120000,2021-06-29T02:52:00Z,BTC/USDT,34327.95,34349.98,34311.17,34317.21,23.625931,811154.65181283,616
1624935060000,2021-06-29T02:51:00Z,BTC/USDT,34365.05,34379.26,34312.75,34327.95,39.278523,1348997.74951716,719
1624935000000,2021-06-29T02:50:00Z,BTC/USDT,34385.75,34387,34365,34365.05,10.797319,371160.13987295,405
1624934940000,2021-06-29T02:49:00Z,BTC/USDT,34378.01,34386,34348.45,34385.75,15.902964,546627.79790572,529
1624934880000,2021-06-29T02:48:00Z,BTC/USDT,34388.29,34399.98,34357.66,34378.01,22.778435,783011.71120601,737
1624934820000,2021-06-29T02:47:00Z,BTC/USDT,34415.92,34415.93,34365.15,34388.29,38.805971,1334377.58753819,895
1624934760000,2021-06-29T02:46:00Z,BTC/USDT,34406.94,34430,34391.69,34415.93,16.837993,579455.29957112,616
1624934700000,2021-06-29T02:45:00Z,BTC/USDT,34361.69,34412.3,34317.5,34406.95,75.745535,2602535.36826388,1343
1624934640000,2021-06-29T02:44:00Z,BTC/USDT,34424.3,34424.31,34350.47,34361.69,39.220209,1348597.78735059,895
1624934580000,2021-06-29T02:43:00Z,BTC/USDT,34431.47,34440.86,34403.82,34424.31,38.775088,1334648.67270814,530
1624934520000,2021-06-29T02:42:00Z,BTC/USDT,34406.08,34437.11,34395.07,34431.47,18.206008,626663.26924604,560
1624934460000,2021-06-29T02:41:00Z,BTC/USDT,34424.53,34441.97,34400,34406.08,35.176352,1210838.99127819,556
1624934400000,2021-06-29T02:40:00Z,BTC/USDT,34412.15,34447.54,34412.15,34424.53,24.090301,829372.38603699,617
1624934340000,2021-06-29T02:39:00Z,BTC/USDT,34382.49,34421.04,34377.37,34412.16,17.780192,611713.19252438,535
1624934280000,2021-06-29T02:38:00Z,BTC/USDT,34406.4,34418.4,34320.35,34385.49,129.295265,4441689.84897428,1544
1624934220000,2021-06-29T02:37:00Z,BTC/USDT,34424.4,34450,34374.52,34406.39,38.586667,1327610.17681082,937
1624934160000,2021-06-29T02:36:00Z,BTC/USDT,34428.41,34434.44,34400.03,34424.41,25.374786,873327.48398288,848
1624934100000,2021-06-29T02:35:00Z,BTC/USDT,34451.62,34460.55,34395.41,34428.4,34.550694,1189527.61449656,892
1624934040000,2021-06-29T02:34:00Z,BTC/USDT,34425.1,34454.52,34376.3,34451.61,39.793603,1369840.24556242,956
1624933980000,2021-06-29T02:33:00Z,BTC/USDT,34416.64,34450,34413.71,34424.23,39.021189,1343652.2438218,815
1624933920000,2021-06-29T02:32:00Z,BTC/USDT,34394.64,34433.33,34388.65,34416.64,32.767119,1127694.59772563,970
1624933860000,2021-06-29T02:31:00Z,BTC/USDT,34294.16,34403.29,34293.1,34394.64,58.870186,2021641.73776923,1326
1624933800000,2021-06-29T02:30:00Z,BTC/USDT,34364.74,34375.32,34293.1,34294.16,93.530828,3210714.93344849,2371
1624933740000,2021-06-29T02:29:00Z,BTC/USDT,34441.18,34441.18,34350,34364.73,106.751601,3671071.48682832,2255
1624933680000,2021-06-29T02:28:00Z,BTC/USDT,34422.93,34500.01,34395.2,34441.18,110.835789,3819329.97184392,1628
1624933620000,2021-06-29T02:27:00Z,BTC/USDT,34546.47,34575.76,34385.01,34422.94,191.174281,6589947.27552033,3803
1624933560000,2021-06-29T02:26:00Z,BTC/USDT,34675.36,34693.79,34530,34546.96,124.275446,4302376.66486287,1919
1624933500000,2021-06-29T02:25:00Z,BTC/USDT,34690.98,34690.98,34671.2,34675.35,12.257185,425052.39708157,334
1624933440000,2021-06-29T02:24:00Z,BTC/USDT,34683.49,34704.99,34672.12,34690.97,24.817841,860864.10518469,547
1624933380000,2021-06-29T02:23:00Z,BTC/USDT,34664.02,34694.04,34659,34683.49,16.242603,563146.70167332,497
1624933320000,2021-06-29T02:22:00Z,BTC/USDT,34704.73,34717.81,34662.79,34664.29,24.652045,854989.96044732,626
1624933260000,2021-06-29T02:21:00Z,BTC/USDT,34762.55,34790.51,34700,34704.73,37.7551,1312295.16198279,814
1624933200000,2021-06-29T02:20:00Z,BTC/USDT,34734.94,34847.35,34734.94,34765.23,59.374726,2065456.47859898,1729
1624933140000,2021-06-29T02:19:00Z,BTC/USDT,34669.33,34754.58,34644.97,34734.94,31.162662,1080953.00474783,851
1624933080000,2021-06-29T02:18:00Z,BTC/USDT,34698.04,34700.01,34643,34669.33,25.538421,885530.4712932,668
1624933020000,2021-06-29T02:17:00Z,BTC/USDT,34693.61,34709.89,34690.86,34698.03,12.263617,425511.4416531,362
1624932960000,2021-06-29T02:16:00Z,BTC/USDT,34700.95,34705.85,34684.45,34693.62,10.843522,376233.7124559,461
1624932900000,2021-06-29T02:15:00Z,BTC/USDT,34723.08,34723.09,34691.14,34700.95,18.888671,655488.75274184,525
1624932840000,2021-06-29T02:14:00Z,BTC/USDT,34720.44,34739.97,34701.01,34723.08,13.645974,473732.57199712,494
1624932780000,2021-06-29T02:13:00Z,BTC/USDT,34760.73,34764.4,34717.45,34720.45,27.24954,946582.27450018,572
1624932720000,2021-06-29T02:12:00Z,BTC/USDT,34731.49,34762.65,34731.48,34760.73,30.510787,1060318.36765459,514
1624932660000,2021-06-29T02:11:00Z,BTC/USDT,34704.95,34744.46,34700.02,34731.48,29.160845,1012386.26313435,479
1624932600000,2021-06-29T02:10:00Z,BTC/USDT,34720.95,34752.58,34700,34704.95,19.539707,678465.18940945,565
1624932540000,2021-06-29T02:09:00Z,BTC/USDT,34708.77,34728,34706.04,34720.94,14.275394,495609.23668096,468
1624932480000,2021-06-29T02:08:00Z,BTC/USDT,34738.98,34738.99,34688.88,34708.77,36.420797,1264355.01345601,664
1624932420000,2021-06-29T02:07:00Z,BTC/USDT,34733.08,34741.34,34710.64,34738.99,27.296456,947999.04008051,637
1624932360000,2021-06-29T02:06:00Z,BTC/USDT,34720.01,34750,34714.05,34733.08,33.351905,1158456.67044625,792
1624932300000,2021-06-29T02:05:00Z,BTC/USDT,34712.07,34727.95,34685.99,34720.01,34.772339,1206996.41679097,793
1624932240000,2021-06-29T02:04:00Z,BTC/USDT,34675,34734.45,34663.11,34712.06,39.041854,1354882.93965713,814
1624932180000,2021-06-29T02:03:00Z,BTC/USDT,34646.31,34694.28,34641.55,34674.99,26.507517,918973.64322305,565
1624932120000,2021-06-29T02:02:00Z,BTC/USDT,34624.84,34659.99,34591,34646.31,37.967709,1314340.78011004,850
1624932060000,2021-06-29T02:01:00Z,BTC/USDT,34623.99,34648,34623.99,34624.77,18.60569,644429.12091093,494
1624932000000,2021-06-29T02:00:00Z,BTC/USDT,34628.98,34637.53,34611.32,34624,18.006913,623489.60965762,542
1624931940000,2021-06-29T01:59:00Z,BTC/USDT,34615,34637.55,34605.69,34628.99,39.006568,1350309.36972642,587
1624931880000,2021-06-29T01:58:00Z,BTC/USDT,34652.15,34657.69,34615,34615.01,30.368504,1051615.65515695,597
1624931820000,2021-06-29T01:57:00Z,BTC/USDT,34674.46,34688.73,34640.13,34652.15,18.785242,651022.03896206,617
1624931760000,2021-06-29T01:56:00Z,BTC/USDT,34705.11,34724.97,34673.43,34674.47,36.804023,1277254.47529042,737
1624931700000,2021-06-29T01:55:00Z,BTC/USDT,34687.33,34709.26,34678.71,34703.33,13.693354,475049.5420987,476
1624931640000,2021-06-29T01:54:00Z,BTC/USDT,34692.64,34694.38,34667.59,34687.33,12.370317,429040.76986629,489
1624931580000,2021-06-29T01:53:00Z,BTC/USDT,34675.75,34724.78,34668.88,34692.6,18.873303,654740.59415684,599
1624931520000,2021-06-29T01:52:00Z,BTC/USDT,34709.04,34712.98,34666.18,34675.74,22.258118,771966.91692476,576
1624931460000,2021-06-29T01:51:00Z,BTC/USDT,34629.42,34721.43,34629.41,34709.04,42.073365,1458709.10189477,895
1624931400000,2021-06-29T01:50:00Z,BTC/USDT,34605.34,34683.92,34605.34,34629.41,31.919595,1105991.44960477,911
1624931340000,2021-06-29T01:49:00Z,BTC/USDT,34616.71,34632.63,34594.01,34605.34,36.581436,1265935.65454197,543
1624931280000,2021-06-29T01:48:00Z,BTC/USDT,34594.03,34624.63,34587.08,34616.71,22.220629,769011.57854849,515
1624931220000,2021-06-29T01:47:00Z,BTC/USDT,34667.5,34668.38,34587.02,34594.02,28.705915,993944.98001181,813
1624931160000,2021-06-29T01:46:00Z,BTC/USDT,34701.88,34750,34667.28,34667.51,83.563511,2901415.6280699,1418
1624931100000,2021-06-29T01:45:00Z,BTC/USDT,34588.3,34706.18,34581.82,34693.04,39.648915,1373374.31784044,861
1624931040000,2021-06-29T01:44:00Z,BTC/USDT,34596.41,34618.34,34580.69,34588.31,14.252788,493009.30873361,532
1624930980000,2021-06-29T01:43:00Z,BTC/USDT,34604.34,34652.25,34588.25,34596.42,46.731539,1617711.38740019,827
1624930920000,2021-06-29T01:42:00Z,BTC/USDT,34660.69,34681.84,34579.14,34604.34,29.950234,1036918.74316369,933
1624930860000,2021-06-29T01:41:00Z,BTC/USDT,34570.17,34677.86,34563.6,34660.69,51.577041,1784991.68516284,1039
1624930800000,2021-06-29T01:40:00Z,BTC/USDT,34594.06,34594.06,34561.73,34570.16,20.683638,715217.7023929,477
1624930740000,2021-06-29T01:39:00Z,BTC/USDT,34560.04,34599.97,34557.55,34594.05,10.256493,354742.93765272,393
1624930680000,2021-06-29T01:38:00Z,BTC/USDT,34542.85,34576.61,34540.22,34560.04,10.544727,364427.81879841,380
1624930620000,2021-06-29T01:37:00Z,BTC/USDT,34550,34589.52,34530,34540.21,26.349006,910656.55038035,509
1624930560000,2021-06-29T01:36:00Z,BTC/USDT,34533.6,34568.56,34530,34550.01,15.466199,534344.01546699,494
1624930500000,2021-06-29T01:35:00Z,BTC/USDT,34527.55,34586.16,34525.99,34535.3,61.931651,2139400.09266444,736
1624930440000,2021-06-29T01:34:00Z,BTC/USDT,34554.25,34565.43,34522.01,34527.56,21.302433,735755.78810424,767
1624930380000,2021-06-29T01:33:00Z,BTC/USDT,34592.95,34599.73,34540,34553.01,34.223701,1182992.94884729,922
1624930320000,2021-06-29T01:32:00Z,BTC/USDT,34585.17,34600,34579.13,34592.95,19.948564,690031.77982251,474
1624930260000,2021-06-29T01:31:00Z,BTC/USDT,34592.09,34616.52,34579.38,34585.17,18.360859,635307.41488127,469
1624930200000,2021-06-29T01:30:00Z,BTC/USDT,34635.87,34639.96,34559.99,34592.09,49.402674,1708095.12910693,1001
1624930140000,2021-06-29T01:29:00Z,BTC/USDT,34657.4,34678.99,34618.77,34635.87,34.062313,1180491.02086269,554
1624930080000,2021-06-29T01:28:00Z,BTC/USDT,34663.02,34663.03,34641.12,34657.41,13.390577,464038.43736264,373
1624930020000,2021-06-29T01:27:00Z,BTC/USDT,34640.32,34669.08,34630,34663.03,22.974727,796043.23332381,556
1624929960000,2021-06-29T01:26:00Z,BTC/USDT,34614.31,34648.19,34605.77,34640.31,11.444416,396320.21328308,423
1624929900000,2021-06-29T01:25:00Z,BTC/USDT,34627.2,34649.7,34568.3,34614.3,33.961403,1175502.09147895,781
1624929840000,2021-06-29T01:24:00Z,BTC/USDT,34640,34650,34576.33,34627.19,52.660396,1822615.11211752,989
1624929780000,2021-06-29T01:23:00Z,BTC/USDT,34689,34705.21,34640,34640,74.418603,2580172.30969048,711
1624929720000,2021-06-29T01:22:00Z,BTC/USDT,34652.02,34709.81,34640.86,34689.01,28.8997,1002417.77081836,721
1624929660000,2021-06-29T01:21:00Z,BTC/USDT,34641.37,34729.21,34637.37,34652.03,88.718065,3078450.43141637,1251
1624929600000,2021-06-29T01:20:00Z,BTC/USDT,34685.05,34720.46,34637.38,34641.37,31.587591,1095553.38203979,940
1624929540000,2021-06-29T01:19:00Z,BTC/USDT,34731.53,34731.53,34571.42,34685.05,116.928405,4051044.70660426,2836
1624929480000,2021-06-29T01:18:00Z,BTC/USDT,34724.73,34770,34717.88,34731.54,50.752282,1763270.51921575,753
1624929420000,2021-06-29T01:17:00Z,BTC/USDT,34785.07,34785.08,34700,34724.74,43.26756,1503406.44959325,1075
1624929360000,2021-06-29T01:16:00Z,BTC/USDT,34797.24,34805.35,34775.76,34787.5,22.446975,780940.63095782,627
1624929300000,2021-06-29T01:15:00Z,BTC/USDT,34864.96,34866.17,34777.77,34793.97,69.312409,2412537.23927109,1261
1624929240000,2021-06-29T01:14:00Z,BTC/USDT,34866.71,34887.18,34860,34864.97,10.168636,354600.68767047,496
1624929180000,2021-06-29T01:13:00Z,BTC/USDT,34899.23,34911.3,34855.47,34864.02,26.251315,915549.83469486,661
1624929120000,2021-06-29T01:12:00Z,BTC/USDT,34969.7,34975,34881.21,34899.23,27.619802,964808.84352705,879
1624929060000,2021-06-29T01:11:00Z,BTC/USDT,34976.72,34976.72,34937.34,34969.7,111.375576,3892806.32724426,1293
1624929000000,2021-06-29T01:10:00Z,BTC/USDT,34942.19,35004.62,34942.19,34976.71,108.356912,3790463.45149166,1541
1624928940000,2021-06-29T01:09:00Z,BTC/USDT,34884.16,34962.74,34882.41,34946.33,38.277762,1336769.29013361,980
1624928880000,2021-06-29T01:08:00Z,BTC/USDT,34882.03,34900,34875.01,34886.63,12.220431,426367.50237323,460
1624928820000,2021-06-29T01:07:00Z,BTC/USDT,34900,34900,34881.01,34882.04,17.552655,612399.77962297,459
1624928760000,2021-06-29T01:06:00Z,BTC/USDT,34909.99,34910,34869.99,34899.99,27.025648,942933.95785742,562
1624928700000,2021-06-29T01:05:00Z,BTC/USDT,34880.85,34928.67,34876.94,34909.99,30.935611,1079847.37549615,959
1624928640000,2021-06-29T01:04:00Z,BTC/USDT,34840.19,34887.7,34835.89,34880.86,16.35426,570170.40141626,595
1624928580000,2021-06-29T01:03:00Z,BTC/USDT,34806.81,34872.95,34790.29,34840.2,46.808879,1630523.08271507,917
1624928520000,2021-06-29T01:02:00Z,BTC/USDT,34767.5,34851.05,34752.18,34801.5,64.65463,2250537.72415173,1224
1624928460000,2021-06-29T01:01:00Z,BTC/USDT,34855.35,34872.33,34700,34764.16,191.067409,6645544.86861341,3910
1624928400000,2021-06-29T01:00:00Z,BTC/USDT,34905.06,34914.79,34850.41,34855.35,41.377917,1443345.24800323,1050
1624928340000,2021-06-29T00:59:00Z,BTC/USDT,34911.42,34928.02,34902.57,34902.66,21.759437,759681.42817803,515
1624928280000,2021-06-29T00:58:00Z,BTC/USDT,34945.9,34950.13,34902.41,34911.42,21.280907,743270.02892617,593
1624928220000,2021-06-29T00:57:00Z,BTC/USDT,34917.6,34955.28,34917.6,34945.9,27.397126,957369.19707497,540
1624928160000,2021-06-29T00:56:00Z,BTC/USDT,34966.01,34966.01,34910.34,34917.6,29.749262,1039078.214945,695
1624928100000,2021-06-29T00:55:00Z,BTC/USDT,34892.84,34973.94,34892.84,34966,41.875614,1463138.23360576,953
1624928040000,2021-06-29T00:54:00Z,BTC/USDT,34904.3,34915.78,34889.43,34892.84,26.381568,920706.51900225,544
1624927980000,2021-06-29T00:53:00Z,BTC/USDT,34899.34,34944.81,34896.92,34904.29,45.64449,1594047.47048701,852
1624927920000,2021-06-29T00:52:00Z,BTC/USDT,34871.5,34910.01,34864.73,34900.34,33.425168,1166355.0964354,783
1624927860000,2021-06-29T00:51:00Z,BTC/USDT,34866.66,34914.94,34858.18,34871.5,47.205924,1647146.20594679,1407
1624927800000,2021-06-29T00:50:00Z,BTC/USDT,34868.56,34917.52,34857.14,34866.66,41.063222,1432732.34991118,930
1624927740000,2021-06-29T00:49:00Z,BTC/USDT,34948.21,34948.21,34867.35,34868.56,127.35829,4444359.16390248,1021
1624927680000,2021-06-29T00:48:00Z,BTC/USDT,34927.26,34975.11,34909.01,34948.21,37.910769,1324842.3322339,888
1624927620000,2021-06-29T00:47:00Z,BTC/USDT,34928.07,34928.07,34887.65,34923.29,100.644629,3512514.72095902,1378
1624927560000,2021-06-29T00:46:00Z,BTC/USDT,35011.29,35022.18,34919.37,34928.07,59.509556,2080251.21903198,1437
1624927500000,2021-06-29T00:45:00Z,BTC/USDT,34984.99,35055.34,34984.24,35012.88,117.543479,4117520.15533523,1472
