unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1624900140000,2021-06-28T17:09:00Z,ETH/USDT,2106.01,2107.34,2104,2105.47,449.89708,947276.3303814,1630
1624900080000,2021-06-28T17:08:00Z,ETH/USDT,2108.89,2110,2105.01,2106,876.87707,1847992.2322132,1795
1624900020000,2021-06-28T17:07:00Z,ETH/USDT,2105.52,2110.54,2105.52,2108.97,312.27027,658543.6507652,1920
1624899960000,2021-06-28T17:06:00Z,ETH/USDT,2105.49,2106.98,2104.2,2105.56,454.65341,957255.1067878,1588
1624899900000,2021-06-28T17:05:00Z,ETH/USDT,2107.57,2109.68,2105,2105.49,515.43557,1085964.3222357,2032
1624899840000,2021-06-28T17:04:00Z,ETH/USDT,2110.75,2110.97,2107.35,2107.55,377.03648,795068.2871205,1194
1624899780000,2021-06-28T17:03:00Z,ETH/USDT,2111.88,2111.88,2108.36,2110.75,668.06098,1409795.7820745,1942
1624899720000,2021-06-28T17:02:00Z,ETH/USDT,2107.36,2112,2107.35,2111.88,379.16901,799810.6210208,1660
1624899660000,2021-06-28T17:01:00Z,ETH/USDT,2104.66,2107.73,2102.11,2107.62,544.77166,1146328.6895503,1632
1624899600000,2021-06-28T17:00:00Z,ETH/USDT,2109.26,2109.79,2102.95,2104.66,484.68964,1020787.9905371,1132
1624899540000,2021-06-28T16:59:00Z,ETH/USDT,2108.69,2109.99,2108.69,2109.68,175.51447,370262.3228289,494
1624899480000,2021-06-28T16:58:00Z,ETH/USDT,2109.19,2110,2108.01,2108.69,283.04871,596958.6324544,853
1624899420000,2021-06-28T16:57:00Z,ETH/USDT,2110.73,2111.28,2108.03,2109.19,579.42548,1222338.0790867,1089
1624899360000,2021-06-28T16:56:00Z,ETH/USDT,2106.07,2111.5,2106.07,2110.73,502.65786,1060616.7696168,1174
1624899300000,2021-06-28T16:55:00Z,ETH/USDT,2108.77,2108.77,2104.04,2106.06,574.49694,1209897.1240197,1403
1624899240000,2021-06-28T16:54:00Z,ETH/USDT,2108.81,2110.72,2108.4,2108.77,416.59269,878889.8830451,1119
1624899180000,2021-06-28T16:53:00Z,ETH/USDT,2111.16,2111.37,2108.21,2108.82,544.80806,1149243.7038036,1515
1624899120000,2021-06-28T16:52:00Z,ETH/USDT,2108.87,2113.06,2108.56,2111.16,424.82656,896742.8647333,1242
1624899060000,2021-06-28T16:51:00Z,ETH/USDT,2107.36,2111.83,2107.36,2108.88,776.00643,1637395.8609198,1632
1624899000000,2021-06-28T16:50:00Z,ETH/USDT,2106.96,2107.64,2105.28,2107.36,449.61342,947058.9094122,977
1624898940000,2021-06-28T16:49:00Z,ETH/USDT,2102.23,2107.99,2101.86,2106.96,690.80855,1454309.066965,1512
1624898880000,2021-06-28T16:48:00Z,ETH/USDT,2103.07,2105.93,2101.79,2102.23,373.82575,786618.2210569,1162
1624898820000,2021-06-28T16:47:00Z,ETH/USDT,2105.13,2105.13,2101.24,2103.01,480.36242,1010456.9667304,1706
1624898760000,2021-06-28T16:46:00Z,ETH/USDT,2100.48,2105.54,2098.68,2105.32,703.5319,1478053.4502063,1194
1624898700000,2021-06-28T16:45:00Z,ETH/USDT,2095.85,2100.73,2095.78,2100.48,834.59466,1751788.8959111,1290
1624898640000,2021-06-28T16:44:00Z,ETH/USDT,2098.56,2098.56,2093.86,2095.7,462.77686,970135.0224723,1239
1624898580000,2021-06-28T16:43:00Z,ETH/USDT,2101.36,2102,2096.46,2098.57,743.15857,1559868.2821348,1970
1624898520000,2021-06-28T16:42:00Z,ETH/USDT,2103.49,2106.88,2101.36,2101.38,515.73509,1085422.1868181,1037
1624898460000,2021-06-28T16:41:00Z,ETH/USDT,2102.27,2104.97,2100.3,2103.5,1041.71754,2190525.5918552,1660
1624898400000,2021-06-28T16:40:00Z,ETH/USDT,2099.81,2102.29,2099.8,2102.27,709.40368,1490770.7719334,1052
1624898340000,2021-06-28T16:39:00Z,ETH/USDT,2100.42,2102.51,2098.65,2099.8,418.75989,879519.0063213,1585
1624898280000,2021-06-28T16:38:00Z,ETH/USDT,2100.65,2101.15,2096.46,2100.42,672.9994,1412650.6652734,1470
1624898220000,2021-06-28T16:37:00Z,ETH/USDT,2093.98,2100.71,2092.25,2100.65,1309.86555,2745794.0184805,2012
1624898160000,2021-06-28T16:36:00Z,ETH/USDT,2094.97,2098.82,2088.93,2093.98,1476.19595,3091192.5648255,2163
1624898100000,2021-06-28T16:35:00Z,ETH/USDT,2100.51,2102.32,2091.73,2094.96,1934.05818,4054894.0146887,3745
1624898040000,2021-06-28T16:34:00Z,ETH/USDT,2104.62,2106.31,2099.37,2100.52,1843.52498,3875890.1564152,2449
1624897980000,2021-06-28T16:33:00Z,ETH/USDT,2107.5,2109.79,2102.87,2104.62,1044.81444,2200033.7793601,1962
1624897920000,2021-06-28T16:32:00Z,ETH/USDT,2109.98,2112.26,2106.19,2107.51,1214.99196,2564307.2273484,1782
1624897860000,2021-06-28T16:31:00Z,ETH/USDT,2114.96,2118.58,2109.21,2109.96,1038.29608,2195272.2336251,1970
1624897800000,2021-06-28T16:30:00Z,ETH/USDT,2109.18,2116.74,2109.17,2114.95,741.60775,1567357.274234,1497
1624897740000,2021-06-28T16:29:00Z,ETH/USDT,2108.22,2110.83,2108.13,2109.18,541.24687,1141726.3450997,1838
1624897680000,2021-06-28T16:28:00Z,ETH/USDT,2109.83,2110,2102.89,2108.21,1120.72736,2360132.2800361,1801
1624897620000,2021-06-28T16:27:00Z,ETH/USDT,2108.47,2114,2108.01,2109.84,992.88451,2096217.1710974,2743
1624897560000,2021-06-28T16:26:00Z,ETH/USDT,2104.75,2109.62,2104.28,2108.48,628.51363,1324819.7221468,1775
1624897500000,2021-06-28T16:25:00Z,ETH/USDT,2098.3,2105.6,2097.75,2104.82,995.96144,2092946.1035172,2046
1624897440000,2021-06-28T16:24:00Z,ETH/USDT,2103.31,2104.39,2097,2098.28,1241.4267,2608903.1633246,2099
1624897380000,2021-06-28T16:23:00Z,ETH/USDT,2103.13,2104.84,2102.18,2103.19,665.65111,1400328.4949811,2363
1624897320000,2021-06-28T16:22:00Z,ETH/USDT,2100.95,2103.96,2100.27,2103.08,833.65133,1752627.5862222,1895
1624897260000,2021-06-28T16:21:00Z,ETH/USDT,2101.17,2103.09,2095.09,2100.95,3701.33684,7770605.7907698,4656
1624897200000,2021-06-28T16:20:00Z,ETH/USDT,2108.02,2109.55,2100.82,2101.16,2269.79157,4777169.4125468,3602
1624897140000,2021-06-28T16:19:00Z,ETH/USDT,2113.27,2114,2108,2108.51,919.27571,1941297.6034764,2047
1624897080000,2021-06-28T16:18:00Z,ETH/USDT,2114.32,2114.99,2108,2113.27,1254.92945,2649799.43452,2189
1624897020000,2021-06-28T16:17:00Z,ETH/USDT,2112.52,2118.01,2111.01,2114.41,1053.54839,2227730.7967211,2320
1624896960000,2021-06-28T16:16:00Z,ETH/USDT,2116.65,2119.88,2112.32,2112.76,1100.36195,2328460.1488437,1581
1624896900000,2021-06-28T16:15:00Z,ETH/USDT,2120.88,2121.55,2112.53,2116.66,1786.28905,3781099.7536376,3494
1624896840000,2021-06-28T16:14:00Z,ETH/USDT,2127.47,2129.7,2120.72,2120.88,1363.29326,2896317.4707578,2717
1624896780000,2021-06-28T16:13:00Z,ETH/USDT,2129.45,2129.54,2126.04,2127.47,1143.94912,2433500.6705173,2456
1624896720000,2021-06-28T16:12:00Z,ETH/USDT,2127.38,2135.01,2127.02,2129.04,1417.99595,3023326.8296697,2193
1624896660000,2021-06-28T16:11:00Z,ETH/USDT,2125.29,2129.59,2125,2127.11,1004.26282,2136746.1323616,2438
1624896600000,2021-06-28T16:10:00Z,ETH/USDT,2124.84,2126,2123.27,2125.33,662.43999,1407545.9758979,1362
1624896540000,2021-06-28T16:09:00Z,ETH/USDT,2126.16,2129.61,2123.8,2124.85,1364.27417,2900452.1888506,2474
1624896480000,2021-06-28T16:08:00Z,ETH/USDT,2135.03,2135.03,2125.05,2126.16,2515.81369,5358204.2718915,3348
1624896420000,2021-06-28T16:07:00Z,ETH/USDT,2133.07,2136.71,2131.38,2135.05,2030.43824,4332932.7299561,3340
1624896360000,2021-06-28T16:06:00Z,ETH/USDT,2124.47,2135,2124.4,2133.08,3158.64602,6729253.1493824,4859
1624896300000,2021-06-28T16:05:00Z,ETH/USDT,2113.44,2130,2113.16,2124.33,3727.51821,7915839.6439313,5846
1624896240000,2021-06-28T16:04:00Z,ETH/USDT,2114.06,2115.99,2106.75,2113.17,2496.27923,5270268.1510979,3315
1624896180000,2021-06-28T16:03:00Z,ETH/USDT,2122.94,2124.27,2113,2114.2,2719.11341,5760299.4775489,3607
1624896120000,2021-06-28T16:02:00Z,ETH/USDT,2119.12,2126.39,2117.64,2122.92,2618.68762,5557665.9400258,3655
1624896060000,2021-06-28T16:01:00Z,ETH/USDT,2118.83,2121,2113.44,2118.69,2701.63901,5721230.7171557,4183
1624896000000,2021-06-28T16:00:00Z,ETH/USDT,2116.98,2128,2116.98,2118.83,5658.70327,12006499.7128392,7682
1624895940000,2021-06-28T15:59:00Z,ETH/USDT,2117.85,2119.61,2113.43,2117.39,2037.8591,4313320.1109436,2310
1624895880000,2021-06-28T15:58:00Z,ETH/USDT,2110.61,2118.68,2110.57,2117.53,2707.63721,5727482.463946,3415
1624895820000,2021-06-28T15:57:00Z,ETH/USDT,2110.78,2114.46,2106.5,2110.61,1870.9102,3949353.0245957,3770
1624895760000,2021-06-28T15:56:00Z,ETH/USDT,2104.44,2110.78,2102.58,2110.6,1733.67611,3650670.4038413,2351
1624895700000,2021-06-28T15:55:00Z,ETH/USDT,2103.12,2105.33,2099.39,2104.44,1208.97113,2541098.6288003,1831
1624895640000,2021-06-28T15:54:00Z,ETH/USDT,2103.45,2106.95,2100.84,2103.05,2151.55504,4527311.2682809,2055
1624895580000,2021-06-28T15:53:00Z,ETH/USDT,2098.01,2106.18,2098.01,2103.69,1399.57026,2942358.6614728,1873
1624895520000,2021-06-28T15:52:00Z,ETH/USDT,2100.88,2100.89,2095.9,2098.01,1246.94886,2616540.1611318,1513
1624895460000,2021-06-28T15:51:00Z,ETH/USDT,2099.45,2101.43,2096.99,2100.89,1337.37198,2806878.4064188,1563
1624895400000,2021-06-28T15:50:00Z,ETH/USDT,2098.38,2099.53,2095.89,2099.16,1422.95148,2985012.966138,1263
1624895340000,2021-06-28T15:49:00Z,ETH/USDT,2103.44,2103.84,2095.48,2098.14,1578.18547,3313641.6811456,1971
1624895280000,2021-06-28T15:48:00Z,ETH/USDT,2095.56,2105,2095,2103.44,3155.49871,6624363.213323,2102
1624895220000,2021-06-28T15:47:00Z,ETH/USDT,2093.03,2097.96,2092.1,2095.55,1118.41749,2343517.2933891,1861
1624895160000,2021-06-28T15:46:00Z,ETH/USDT,2089.16,2093.03,2089.15,2093.02,822.1418,1718906.5421372,908
1624895100000,2021-06-28T15:45:00Z,ETH/USDT,2091.47,2095,2088,2089.16,953.88707,1995069.2682047,1498
1624895040000,2021-06-28T15:44:00Z,ETH/USDT,2092.47,2093.76,2090,2091.47,914.36513,1912731.2656627,1430
1624894980000,2021-06-28T15:43:00Z,ETH/USDT,2095.71,2095.71,2091.02,2092.47,1728.25533,3616550.143807,1504
1624894920000,2021-06-28T15:42:00Z,ETH/USDT,2094,2099.92,2093.34,2095.48,869.39509,1822415.0612427,1357
1624894860000,2021-06-28T15:41:00Z,ETH/USDT,2098.21,2098.56,2091.2,2094.01,1688.55033,3537418.2756262,2544
1624894800000,2021-06-28T15:40:00Z,ETH/USDT,2104.53,2106,2098,2098.62,3349.60802,7041068.6145849,4086
1624894740000,2021-06-28T15:39:00Z,ETH/USDT,2095.49,2108,2095,2104.56,4268.23445,8969516.9911199,5471
1624894680000,2021-06-28T15:38:00Z,ETH/USDT,2086.73,2100,2086.35,2095.48,3360.49426,7039589.4030773,3348
1624894620000,2021-06-28T15:37:00Z,ETH/USDT,2083.01,2087.78,2082.79,2086.73,1240.69368,2587184.7645795,1706
1624894560000,2021-06-28T15:36:00Z,ETH/USDT,2079.78,2084.81,2078.94,2082.87,663.21432,1380685.9121501,911
1624894500000,2021-06-28T15:35:00Z,ETH/USDT,2088.92,2089.05,2078.69,2079.79,1224.01663,2549711.7089758,2580
1624894440000,2021-06-28T15:34:00Z,ETH/USDT,2090.98,2093.77,2087.55,2088.71,1223.11293,2557236.7677632,1764
1624894380000,2021-06-28T15:33:00Z,ETH/USDT,2084.58,2090.99,2084.57,2090.99,691.13717,1443065.0685497,1311
1624894320000,2021-06-28T15:32:00Z,ETH/USDT,2082.23,2086.9,2081.15,2084.67,1355.67846,2825555.3628452,1553
1624894260000,2021-06-28T15:31:00Z,ETH/USDT,2084.72,2086.37,2079.8,2082.23,882.22568,1836872.7790699,2172
1624894200000,2021-06-28T15:30:00Z,ETH/USDT,2087.88,2088.95,2084.35,2084.56,1409.17793,2940629.1930786,1410
1624894140000,2021-06-28T15:29:00Z,ETH/USDT,2091.35,2093.77,2087,2087.88,982.82781,2054468.1218471,2016
1624894080000,2021-06-28T15:28:00Z,ETH/USDT,2091.63,2094.41,2090.01,2091.34,703.98471,1472433.7443452,1254
1624894020000,2021-06-28T15:27:00Z,ETH/USDT,2091.95,2100,2090,2091.72,3634.30157,7618035.7820593,5197
1624893960000,2021-06-28T15:26:00Z,ETH/USDT,2094.98,2098.5,2091.53,2091.53,1824.91906,3823569.3321522,2324
1624893900000,2021-06-28T15:25:00Z,ETH/USDT,2088.86,2099,2088.62,2095,4532.55464,9487981.1686355,3973
1624893840000,2021-06-28T15:24:00Z,ETH/USDT,2094.26,2096,2087.58,2088.86,2240.20573,4686262.2653845,3098
1624893780000,2021-06-28T15:23:00Z,ETH/USDT,2081.44,2094.62,2081.28,2094.26,1977.46893,4129572.158016,3543
1624893720000,2021-06-28T15:22:00Z,ETH/USDT,2080,2084.81,2079.99,2081.43,1088.85105,2267840.0176328,1796
1624893660000,2021-06-28T15:21:00Z,ETH/USDT,2078.56,2080,2076.47,2080,660.63357,1373323.4882612,1345
1624893600000,2021-06-28T15:20:00Z,ETH/USDT,2075.75,2078.94,2075,2078.55,645.5959,1340561.8268285,1206
1624893540000,2021-06-28T15:19:00Z,ETH/USDT,2074.34,2078.79,2074.26,2075.64,690.30712,1433845.1185332,1301
1624893480000,2021-06-28T15:18:00Z,ETH/USDT,2072.25,2078.48,2070.87,2074.35,1249.12339,2591097.3044961,1427
1624893420000,2021-06-28T15:17:00Z,ETH/USDT,2068.18,2073.94,2068,2072.24,1346.78126,2789215.7654888,2145
1624893360000,2021-06-28T15:16:00Z,ETH/USDT,2074.47,2077.99,2067.74,2068.04,1598.27089,3314444.5282672,2129
1624893300000,2021-06-28T15:15:00Z,ETH/USDT,2081.28,2082.18,2073.31,2074.66,1566.17041,3251720.5009221,2150
1624893240000,2021-06-28T15:14:00Z,ETH/USDT,2081.5,2081.6,2076.7,2081.21,1694.1936,3522665.9109614,2327
1624893180000,2021-06-28T15:13:00Z,ETH/USDT,2082.53,2084.92,2080,2081.76,999.25682,2080387.3063306,1538
1624893120000,2021-06-28T15:12:00Z,ETH/USDT,2082.34,2083.95,2080.73,2082.53,778.19625,1620480.0585449,1186
1624893060000,2021-06-28T15:11:00Z,ETH/USDT,2076.53,2083.57,2076.52,2082.35,746.78792,1554212.5140185,1702
1624893000000,2021-06-28T15:10:00Z,ETH/USDT,2082.26,2083.61,2075.4,2076.53,1260.40833,2619993.5030863,1502
1624892940000,2021-06-28T15:09:00Z,ETH/USDT,2073.96,2082.64,2073.45,2082.04,1797.17886,3733927.956401,2088
1624892880000,2021-06-28T15:08:00Z,ETH/USDT,2083.5,2083.51,2072.08,2074.24,1868.86894,3884466.7364399,3268
1624892820000,2021-06-28T15:07:00Z,ETH/USDT,2088.11,2089.5,2083,2083.33,1738.08806,3625894.5190969,2844
1624892760000,2021-06-28T15:06:00Z,ETH/USDT,2089.73,2091.94,2084.99,2087.94,4194.15484,8757843.1233352,4461
1624892700000,2021-06-28T15:05:00Z,ETH/USDT,2076.83,2093,2073.23,2089.74,6589.15168,13729264.1164804,10575
1624892640000,2021-06-28T15:04:00Z,ETH/USDT,2064.67,2077.36,2061.92,2076.84,4377.72444,9057339.1300865,5854
1624892580000,2021-06-28T15:03:00Z,ETH/USDT,2064.11,2066.61,2061.81,2064.67,2237.61936,4618755.5503411,2926
1624892520000,2021-06-28T15:02:00Z,ETH/USDT,2060.14,2065,2057.29,2064.05,1806.34473,3723169.5436274,2984
1624892460000,2021-06-28T15:01:00Z,ETH/USDT,2048.39,2060.59,2048,2060.18,3935.53715,8088943.292262,4445
1624892400000,2021-06-28T15:00:00Z,ETH/USDT,2047,2049.35,2042.3,2048.2,1189.61516,2433178.0708231,1795
1624892340000,2021-06-28T14:59:00Z,ETH/USDT,2041.16,2050.51,2040.41,2047.01,3486.38784,7138456.4456233,3983
1624892280000,2021-06-28T14:58:00Z,ETH/USDT,2040.72,2041.2,2040,2041.17,676.90066,1381415.1583664,720
1624892220000,2021-06-28T14:57:00Z,ETH/USDT,2039.95,2040.73,2038,2040.73,584.2718,1191663.150367,817
1624892160000,2021-06-28T14:56:00Z,ETH/USDT,2036.38,2039.95,2035.47,2039.95,378.943,772400.9074673,549
1624892100000,2021-06-28T14:55:00Z,ETH/USDT,2039.18,2039.47,2035.47,2036.67,394.761,804327.4513735,689
1624892040000,2021-06-28T14:54:00Z,ETH/USDT,2035.33,2039.76,2034.01,2039.19,490.52303,999458.6565316,797
1624891980000,2021-06-28T14:53:00Z,ETH/USDT,2034.56,2035.31,2033.5,2035.31,542.88672999999994,1104390.8068404,592
1624891920000,2021-06-28T14:52:00Z,ETH/USDT,2032.72,2034.57,2032.51,2034.56,576.86431,1173085.7666325,420
1624891860000,2021-06-28T14:51:00Z,ETH/USDT,2032.96,2033.32,2030.26,2032.73,556.28526,1130250.0593155,678
1624891800000,2021-06-28T14:50:00Z,ETH/USDT,2032.57,2034.96,2032,2033,421.99598,858071.8961655,551
1624891740000,2021-06-28T14:49:00Z,ETH/USDT,2033.7,2034.49,2031.74,2032.53,397.38062,807864.3485854,554
1624891680000,2021-06-28T14:48:00Z,ETH/USDT,2033.95,2035.86,2033.28,2033.69,484.09058,984949.3191708,564
1624891620000,2021-06-28T14:47:00Z,ETH/USDT,2029.8,2034.5,2029.8,2033.76,410.31378,833814.8476917,591
1624891560000,2021-06-28T14:46:00Z,ETH/USDT,2029.11,2031.14,2029.1,2029.8,348.89474,708294.9921309,510
1624891500000,2021-06-28T14:45:00Z,ETH/USDT,2031.55,2034.08,2029.1,2029.11,435.83698,885419.0239465,688
1624891440000,2021-06-28T14:44:00Z,ETH/USDT,2032.78,2034.68,2030.91,2031.55,925.0739,1881041.435478,814
1624891380000,2021-06-28T14:43:00Z,ETH/USDT,2035.42,2035.42,2030.68,2032.78,526.21662,1069534.4436443,711
1624891320000,2021-06-28T14:42:00Z,ETH/USDT,2033.2,2036.07,2032.03,2035.54,313.1088,636908.5915235,532
1624891260000,2021-06-28T14:41:00Z,ETH/USDT,2033.5,2035.05,2030.38,2033.18,528.02213,1073176.8289622,762
1624891200000,2021-06-28T14:40:00Z,ETH/USDT,2038.16,2038.91,2033.32,2033.39,629.67834,1282000.2739627,678
1624891140000,2021-06-28T14:39:00Z,ETH/USDT,2037.62,2040,2037,2038.16,489.87814,998553.6845032,568
1624891080000,2021-06-28T14:38:00Z,ETH/USDT,2038.76,2038.78,2035.11,2037.84,606.32633,1234681.8602999,675
1624891020000,2021-06-28T14:37:00Z,ETH/USDT,2033.94,2040.61,2033.94,2038.79,1706.75403,3477721.1819071,1747
1624890960000,2021-06-28T14:36:00Z,ETH/USDT,2032.41,2035.4,2031.7,2033.96,860.80485,1750870.935758,583
1624890900000,2021-06-28T14:35:00Z,ETH/USDT,2032.78,2034.91,2031.54,2032.42,611.43531,1243098.4527034,642
1624890840000,2021-06-28T14:34:00Z,ETH/USDT,2032.72,2035.66,2031.55,2032.67,1096.46672,2229303.6920669,926
1624890780000,2021-06-28T14:33:00Z,ETH/USDT,2032.63,2035.42,2032.5,2032.64,428.51575,871521.9611303,585
1624890720000,2021-06-28T14:32:00Z,ETH/USDT,2033,2033.56,2031.46,2032.62,222.56647,452350.8266494,427
1624890660000,2021-06-28T14:31:00Z,ETH/USDT,2032.2,2037,2032.2,2033.01,603.42304,1227819.6383131,799
1624890600000,2021-06-28T14:30:00Z,ETH/USDT,2028.71,2032.2,2028.55,2032.2,291.50923,591917.1609933,570
1624890540000,2021-06-28T14:29:00Z,ETH/USDT,2029.02,2031,2027.39,2028.85,456.78061,926826.0832577,601
1624890480000,2021-06-28T14:28:00Z,ETH/USDT,2030.78,2031,2028.77,2029.01,402.52183,817068.7932152,675
1624890420000,2021-06-28T14:27:00Z,ETH/USDT,2030.6,2032.2,2029.56,2030.58,308.11492,625807.7490294,516
1624890360000,2021-06-28T14:26:00Z,ETH/USDT,2030.96,2034.15,2029.55,2030.62,500.63795,1017022.6721096,763
1624890300000,2021-06-28T14:25:00Z,ETH/USDT,2035.46,2035.46,2029.12,2030.96,857.01058,1740903.7467561,1185
1624890240000,2021-06-28T14:24:00Z,ETH/USDT,2036.7,2037.01,2032.07,2035.55,877.38696,1785720.6658914,1178
1624890180000,2021-06-28T14:23:00Z,ETH/USDT,2032.29,2040,2032.24,2036.7,1465.1598,2984411.0332289,1918
1624890120000,2021-06-28T14:22:00Z,ETH/USDT,2028.68,2037.72,2028.64,2032.2,2557.59425,5202532.536967,3784
1624890060000,2021-06-28T14:21:00Z,ETH/USDT,2024.65,2029,2024.46,2028.85,829.39312,1681507.7079785,1050
1624890000000,2021-06-28T14:20:00Z,ETH/USDT,2023.47,2025.67,2022.15,2024.45,352.28517,713059.9293622,559
1624889940000,2021-06-28T14:19:00Z,ETH/USDT,2023.01,2023.73,2020.96,2023.27,627.26986,1268368.5860977,760
1624889880000,2021-06-28T14:18:00Z,ETH/USDT,2024.52,2025,2023,2023.01,1188.41038,2405315.2600897,768
1624889820000,2021-06-28T14:17:00Z,ETH/USDT,2021.75,2026,2021.59,2024.59,1074.5675,2175285.7613639,1132
1624889760000,2021-06-28T14:16:00Z,ETH/USDT,2020.64,2022,2017.6,2021.6,685.99949,1385631.4133337,664
1624889700000,2021-06-28T14:15:00Z,ETH/USDT,2017,2021,2016.1,2020.82,492.21725,993916.6997254,879
1624889640000,2021-06-28T14:14:00Z,ETH/USDT,2016.08,2017.28,2015,2017.04,121.22052,244387.9470868,250
1624889580000,2021-06-28T14:13:00Z,ETH/USDT,2016.05,2017.28,2015.57,2016.02,288.29977,581354.364161,360
1624889520000,2021-06-28T14:12:00Z,ETH/USDT,2015.29,2016.68,2012.37,2016.03,268.84521,541540.2479324,448
1624889460000,2021-06-28T14:11:00Z,ETH/USDT,2016.13,2016.49,2015,2015.28,208.60201,420486.9124128,311
1624889400000,2021-06-28T14:10:00Z,ETH/USDT,2015.56,2017.47,2015.55,2016.13,244.38008,492789.5864446,412
1624889340000,2021-06-28T14:09:00Z,ETH/USDT,2016.85,2017.55,2014.39,2015.61,195.63949,394352.4700736,364
1624889280000,2021-06-28T14:08:00Z,ETH/USDT,2015.02,2017.1,2015.02,2016.95,203.84325,410994.5253065,360
1624889220000,2021-06-28T14:07:00Z,ETH/USDT,2012.81,2016.32,2012.21,2015.1,493.06943,993299.745671,463
1624889160000,2021-06-28T14:06:00Z,ETH/USDT,2012.06,2013,2011.01,2012.8,321.54078,646965.4323724,395
1624889100000,2021-06-28T14:05:00Z,ETH/USDT,2012.58,2014.99,2011.75,2012.03,205.50579,413746.920869,394
1624889040000,2021-06-28T14:04:00Z,ETH/USDT,2014,2014.8,2011.67,2012.59,382.22891,769574.0723276,455
1624888980000,2021-06-28T14:03:00Z,ETH/USDT,2013.46,2015.92,2012.52,2014.1,618.57091,1246237.9295741,839
1624888920000,2021-06-28T14:02:00Z,ETH/USDT,2006.51,2013.47,2006.51,2013.46,409.39607,823127.7531722,589
1624888860000,2021-06-28T14:01:00Z,ETH/USDT,2003.67,2006.4,2003.56,2006.4,238.30928,477686.4847186,434
1624888800000,2021-06-28T14:00:00Z,ETH/USDT,2008.6,2008.71,2003.56,2003.79,288.07125,577796.5039145,467
1624888740000,2021-06-28T13:59:00Z,ETH/USDT,2008.06,2010.53,2007.58,2008.6,128.98963,259129.7021914,336
1624888680000,2021-06-28T13:58:00Z,ETH/USDT,2011.32,2011.65,2008.05,2008.05,223.28273,448791.6910059,419
1624888620000,2021-06-28T13:57:00Z,ETH/USDT,2010.62,2011.52,2009.57,2011.23,153.92387,309433.9466508,420
1624888560000,2021-06-28T13:56:00Z,ETH/USDT,2009.57,2010.55,2009.08,2010.54,275.90595,554564.4907276,422
1624888500000,2021-06-28T13:55:00Z,ETH/USDT,2008.53,2010.43,2007.8,2009.52,524.30191,1053335.2014163,605
1624888440000,2021-06-28T13:54:00Z,ETH/USDT,2006.83,2009.17,2006.8,2008.58,286.9299,576197.5878888,393
1624888380000,2021-06-28T13:53:00Z,ETH/USDT,2007,2007.76,2003.97,2006.99,419.58535,841452.3991227,630
1624888320000,2021-06-28T13:52:00Z,ETH/USDT,2007.48,2008.08,2005.36,2007.13,449.02194,901317.7699128,428
1624888260000,2021-06-28T13:51:00Z,ETH/USDT,2004.36,2007.81,2004.36,2007.57,482.86161,968669.8421208,726
1624888200000,2021-06-28T13:50:00Z,ETH/USDT,2001.79,2005.27,2001.3,2004.29,419.78232,840821.6017912,561
1624888140000,2021-06-28T13:49:00Z,ETH/USDT,2002.3,2004.15,2000.8,2001.8,479.90487,961014.3843502,544
1624888080000,2021-06-28T13:48:00Z,ETH/USDT,2005.3,2005.46,2000.5,2002.3,804.65509,1611243.3046369,980
1624888020000,2021-06-28T13:47:00Z,ETH/USDT,2005.56,2007.44,2004.84,2005.27,250.95225,503547.6874491,651
1624887960000,2021-06-28T13:46:00Z,ETH/USDT,2006.33,2007.36,2003.49,2005.69,775.89624,1555902.8676174,1007
1624887900000,2021-06-28T13:45:00Z,ETH/USDT,2011.58,2011.64,2006.19,2006.32,178.1514,357960.1997135,354
1624887840000,2021-06-28T13:44:00Z,ETH/USDT,2010.79,2012.32,2010.11,2011.61,207.66056,417683.0027846,479
1624887780000,2021-06-28T13:43:00Z,ETH/USDT,2008.7,2012.21,2008.66,2010.63,510.92053,1027092.4773763,648
1624887720000,2021-06-28T13:42:00Z,ETH/USDT,2009.28,2009.53,2005.86,2008.54,527.17934,1058395.5927668,870
1624887660000,2021-06-28T13:41:00Z,ETH/USDT,2011.35,2011.81,2009.21,2009.29,482.36918,969689.0232585,756
1624887600000,2021-06-28T13:40:00Z,ETH/USDT,2010.12,2014.03,2010.12,2011.35,315.23184,634252.3297359,415
1624887540000,2021-06-28T13:39:00Z,ETH/USDT,2014.85,2014.85,2010,2010.24,825.40909,1660862.783027,1046
1624887480000,2021-06-28T13:38:00Z,ETH/USDT,2015.58,2015.72,2014.39,2014.79,173.26332,349134.0397904,366
1624887420000,2021-06-28T13:37:00Z,ETH/USDT,2014.34,2015.96,2014.34,2015.55,131.03675,264048.1312696,362
1624887360000,2021-06-28T13:36:00Z,ETH/USDT,2014.6,2016.54,2014.17,2014.34,170.35772,343361.0313187,341
1624887300000,2021-06-28T13:35:00Z,ETH/USDT,2013.14,2016.83,2013.14,2014.6,215.42453,434111.2566023,677
1624887240000,2021-06-28T13:34:00Z,ETH/USDT,2014.7,2015.33,2012.59,2013.13,348.76965,702325.5825556,590
1624887180000,2021-06-28T13:33:00Z,ETH/USDT,2017.07,2017.3,2014,2014.7,231.17898,465841.3453731,498
1624887120000,2021-06-28T13:32:00Z,ETH/USDT,2016.17,2018.13,2015,2017.07,1150.01117,2318265.7847326,737
