unix,date,symbol,open,high,low,close,Volume DOT,Volume USDT,tradecount
1624964460000,2021-06-29T11:01:00Z,DOT/USDT,16.428,16.477,16.427,16.471,3414.663,56205.448164,193
1624964400000,2021-06-29T11:00:00Z,DOT/USDT,16.488,16.491,16.422,16.427,8339.567,137286.177099,369
1624964340000,2021-06-29T10:59:00Z,DOT/USDT,16.498,16.499,16.475,16.492,6975.798,114995.61855,486
1624964280000,2021-06-29T10:58:00Z,DOT/USDT,16.491,16.5,16.488,16.496,38451.242,634387.710562,1038
1624964220000,2021-06-29T10:57:00Z,DOT/USDT,16.481,16.492,16.477,16.492,12392.696,204271.957069,829
1624964160000,2021-06-29T10:56:00Z,DOT/USDT,16.478,16.481,16.471,16.481,8549.958,140884.35889,720
1624964100000,2021-06-29T10:55:00Z,DOT/USDT,16.477,16.481,16.471,16.475,6984.985,115107.751852,955
1624964040000,2021-06-29T10:54:00Z,DOT/USDT,16.484,16.487,16.468,16.471,6153.549,101391.456361,907
1624963980000,2021-06-29T10:53:00Z,DOT/USDT,16.455,16.49,16.45,16.488,14868.885,245011.35972,1268
1624963920000,2021-06-29T10:52:00Z,DOT/USDT,16.445,16.458,16.44,16.454,8498.534,139795.446059,676
1624963860000,2021-06-29T10:51:00Z,DOT/USDT,16.403,16.446,16.403,16.446,5556.432,91260.174802,881
1624963800000,2021-06-29T10:50:00Z,DOT/USDT,16.406,16.412,16.4,16.403,7430.992,121911.100652,735
1624963740000,2021-06-29T10:49:00Z,DOT/USDT,16.36,16.416,16.358,16.402,15242.199,249838.034452,1254
1624963680000,2021-06-29T10:48:00Z,DOT/USDT,16.369,16.376,16.35,16.357,3500.338,57273.515692,809
1624963620000,2021-06-29T10:47:00Z,DOT/USDT,16.362,16.377,16.334,16.366,11728.989,191814.045201,1864
1624963560000,2021-06-29T10:46:00Z,DOT/USDT,16.435,16.435,16.356,16.362,19381.982,317942.572174,1050
1624963500000,2021-06-29T10:45:00Z,DOT/USDT,16.448,16.471,16.425,16.435,9098.483,149645.063371,862
1624963440000,2021-06-29T10:44:00Z,DOT/USDT,16.443,16.45,16.439,16.448,10298.941,169379.487849,936
1624963380000,2021-06-29T10:43:00Z,DOT/USDT,16.415,16.447,16.408,16.447,11176.569,183615.28882,896
1624963320000,2021-06-29T10:42:00Z,DOT/USDT,16.396,16.425,16.393,16.416,9955.615,163347.309877,588
1624963260000,2021-06-29T10:41:00Z,DOT/USDT,16.402,16.409,16.38,16.393,13687.641,224408.22654,1294
1624963200000,2021-06-29T10:40:00Z,DOT/USDT,16.423,16.426,16.391,16.4,13774.336,225960.212976,630
1624963140000,2021-06-29T10:39:00Z,DOT/USDT,16.432,16.434,16.415,16.422,7837.526,128738.707036,1322
1624963080000,2021-06-29T10:38:00Z,DOT/USDT,16.414,16.44,16.407,16.427,20839.677,342358.004523,1064
1624963020000,2021-06-29T10:37:00Z,DOT/USDT,16.399,16.433,16.397,16.415,28822.791,472995.47707,1130
1624962960000,2021-06-29T10:36:00Z,DOT/USDT,16.398,16.413,16.391,16.396,35327.343,579419.524468,855
1624962900000,2021-06-29T10:35:00Z,DOT/USDT,16.369,16.402,16.36,16.402,43368.332,710584.027528,2033
1624962840000,2021-06-29T10:34:00Z,DOT/USDT,16.358,16.372,16.355,16.369,4194.996,68629.907004,763
1624962780000,2021-06-29T10:33:00Z,DOT/USDT,16.355,16.36,16.344,16.355,5888.8,96300.398161,649
1624962720000,2021-06-29T10:32:00Z,DOT/USDT,16.353,16.358,16.337,16.355,7651.274,125085.217826,656
1624962660000,2021-06-29T10:31:00Z,DOT/USDT,16.34,16.356,16.329,16.353,4632.106,75698.72932,965
1624962600000,2021-06-29T10:30:00Z,DOT/USDT,16.355,16.375,16.334,16.34,4810.906,78658.238499,472
1624962540000,2021-06-29T10:29:00Z,DOT/USDT,16.382,16.387,16.353,16.357,16697.062,273286.202892,1507
1624962480000,2021-06-29T10:28:00Z,DOT/USDT,16.337,16.382,16.335,16.382,10763.998,176034.392058,642
1624962420000,2021-06-29T10:27:00Z,DOT/USDT,16.319,16.338,16.314,16.335,6465.846,105540.882954,986
1624962360000,2021-06-29T10:26:00Z,DOT/USDT,16.293,16.322,16.288,16.319,6290.198,102582.312777,752
1624962300000,2021-06-29T10:25:00Z,DOT/USDT,16.279,16.3,16.278,16.289,4242.862,69107.437594,827
1624962240000,2021-06-29T10:24:00Z,DOT/USDT,16.28,16.3,16.271,16.279,5598.004,91179.384563,573
1624962180000,2021-06-29T10:23:00Z,DOT/USDT,16.271,16.29,16.26,16.279,8621.96,140289.826134,1440
1624962120000,2021-06-29T10:22:00Z,DOT/USDT,16.286,16.288,16.26,16.274,3263.443,53125.320922,406
1624962060000,2021-06-29T10:21:00Z,DOT/USDT,16.272,16.305,16.264,16.286,9818.777,159922.902217,769
1624962000000,2021-06-29T10:20:00Z,DOT/USDT,16.272,16.276,16.26,16.272,6266.812,101932.116681,762
1624961940000,2021-06-29T10:19:00Z,DOT/USDT,16.264,16.279,16.26,16.273,12005.231,195333.922351,1242
1624961880000,2021-06-29T10:18:00Z,DOT/USDT,16.265,16.275,16.26,16.265,4937.453,80317.354654,406
1624961820000,2021-06-29T10:17:00Z,DOT/USDT,16.273,16.273,16.253,16.267,4946.527,80443.581855,1048
1624961760000,2021-06-29T10:16:00Z,DOT/USDT,16.27,16.274,16.254,16.273,5553.466,90309.868482,425
1624961700000,2021-06-29T10:15:00Z,DOT/USDT,16.315,16.315,16.265,16.27,6447.329,105091.13876,873
1624961640000,2021-06-29T10:14:00Z,DOT/USDT,16.29,16.321,16.284,16.315,7765.364,126605.605275,819
1624961580000,2021-06-29T10:13:00Z,DOT/USDT,16.292,16.304,16.277,16.29,5725.35,93258.774008,758
1624961520000,2021-06-29T10:12:00Z,DOT/USDT,16.326,16.327,16.284,16.292,6770.941,110376.688228,660
1624961460000,2021-06-29T10:11:00Z,DOT/USDT,16.317,16.332,16.312,16.324,6393.347,104364.370812,1454
1624961400000,2021-06-29T10:10:00Z,DOT/USDT,16.262,16.317,16.262,16.317,4798.696,78164.720553,470
1624961340000,2021-06-29T10:09:00Z,DOT/USDT,16.243,16.264,16.232,16.262,6490.518,105471.263297,929
1624961280000,2021-06-29T10:08:00Z,DOT/USDT,16.236,16.25,16.227,16.239,4025.947,65375.270793,638
1624961220000,2021-06-29T10:07:00Z,DOT/USDT,16.26,16.263,16.222,16.236,4172.516,67788.422209,910
1624961160000,2021-06-29T10:06:00Z,DOT/USDT,16.27,16.27,16.243,16.257,6200.943,100802.609991,497
1624961100000,2021-06-29T10:05:00Z,DOT/USDT,16.28,16.297,16.26,16.27,4042.367,65810.696474,1003
1624961040000,2021-06-29T10:04:00Z,DOT/USDT,16.245,16.282,16.233,16.279,6375.548,103630.028575,568
1624960980000,2021-06-29T10:03:00Z,DOT/USDT,16.234,16.25,16.221,16.245,5308.562,86202.806843,791
1624960920000,2021-06-29T10:02:00Z,DOT/USDT,16.262,16.264,16.225,16.231,17308.718,281183.790689,752
1624960860000,2021-06-29T10:01:00Z,DOT/USDT,16.257,16.28,16.252,16.258,6942.016,112911.938696,623
1624960800000,2021-06-29T10:00:00Z,DOT/USDT,16.295,16.317,16.25,16.257,9647.688,157063.068853,453
1624960740000,2021-06-29T09:59:00Z,DOT/USDT,16.305,16.31,16.286,16.295,2493.08,40631.899712,125
1624960680000,2021-06-29T09:58:00Z,DOT/USDT,16.32,16.345,16.305,16.309,6618.84,108091.101665,190
1624960620000,2021-06-29T09:57:00Z,DOT/USDT,16.316,16.318,16.3,16.318,3028.929,49401.614015,108
1624960560000,2021-06-29T09:56:00Z,DOT/USDT,16.302,16.328,16.288,16.314,5700.82,92967.072926,183
1624960500000,2021-06-29T09:55:00Z,DOT/USDT,16.259,16.302,16.259,16.302,31483.283,512729.670356,278
1624960440000,2021-06-29T09:54:00Z,DOT/USDT,16.24,16.281,16.235,16.259,13234.756,215089.701835,252
1624960380000,2021-06-29T09:53:00Z,DOT/USDT,16.292,16.295,16.23,16.24,48826.895,793860.240682,580
1624960320000,2021-06-29T09:52:00Z,DOT/USDT,16.295,16.299,16.285,16.292,5854.541,95381.092425,152
1624960260000,2021-06-29T09:51:00Z,DOT/USDT,16.288,16.305,16.288,16.294,1968.363,32079.26467,72
1624960200000,2021-06-29T09:50:00Z,DOT/USDT,16.305,16.306,16.284,16.284,3641.375,59335.238484,156
1624960140000,2021-06-29T09:49:00Z,DOT/USDT,16.296,16.313,16.292,16.302,4271.734,69638.413372,136
1624960080000,2021-06-29T09:48:00Z,DOT/USDT,16.266,16.3,16.266,16.297,7338.536,119508.19819,203
1624960020000,2021-06-29T09:47:00Z,DOT/USDT,16.305,16.315,16.265,16.267,6288.779,102499.406216,217
1624959960000,2021-06-29T09:46:00Z,DOT/USDT,16.32,16.32,16.302,16.307,2230.142,36370.571468,117
1624959900000,2021-06-29T09:45:00Z,DOT/USDT,16.282,16.33,16.281,16.32,9521.852,155361.016392,295
1624959840000,2021-06-29T09:44:00Z,DOT/USDT,16.268,16.281,16.264,16.281,11548.98,187953.910212,226
1624959780000,2021-06-29T09:43:00Z,DOT/USDT,16.263,16.277,16.258,16.272,12559.191,204323.076712,292
1624959720000,2021-06-29T09:42:00Z,DOT/USDT,16.266,16.268,16.26,16.264,3699.99,60180.087379,117
1624959660000,2021-06-29T09:41:00Z,DOT/USDT,16.264,16.268,16.252,16.265,2931.865,47669.923136,114
1624959600000,2021-06-29T09:40:00Z,DOT/USDT,16.259,16.269,16.251,16.261,17284.379,280992.055341,260
1624959540000,2021-06-29T09:39:00Z,DOT/USDT,16.253,16.269,16.246,16.259,8914.723,144926.194679,241
1624959480000,2021-06-29T09:38:00Z,DOT/USDT,16.248,16.265,16.239,16.253,8907.514,144754.613694,180
1624959420000,2021-06-29T09:37:00Z,DOT/USDT,16.254,16.277,16.243,16.245,4282.429,69637.738074,173
1624959360000,2021-06-29T09:36:00Z,DOT/USDT,16.277,16.28,16.244,16.254,6498.217,105645.177988,242
1624959300000,2021-06-29T09:35:00Z,DOT/USDT,16.292,16.292,16.262,16.282,6011.872,97841.13834,307
1624959240000,2021-06-29T09:34:00Z,DOT/USDT,16.323,16.324,16.285,16.29,10470.961,170704.904429,210
1624959180000,2021-06-29T09:33:00Z,DOT/USDT,16.318,16.343,16.318,16.325,6442.989,105194.852529,205
1624959120000,2021-06-29T09:32:00Z,DOT/USDT,16.36,16.376,16.307,16.31,15736.64,257171.800404,405
1624959060000,2021-06-29T09:31:00Z,DOT/USDT,16.392,16.395,16.353,16.36,8223.144,134667.351608,281
1624959000000,2021-06-29T09:30:00Z,DOT/USDT,16.353,16.401,16.349,16.391,14868.713,243589.824814,404
1624958940000,2021-06-29T09:29:00Z,DOT/USDT,16.334,16.357,16.33,16.349,7667.555,125326.925149,203
1624958880000,2021-06-29T09:28:00Z,DOT/USDT,16.317,16.337,16.317,16.334,5629.858,91914.100439,174
1624958820000,2021-06-29T09:27:00Z,DOT/USDT,16.297,16.331,16.293,16.322,16032.353,261626.4272,315
1624958760000,2021-06-29T09:26:00Z,DOT/USDT,16.294,16.303,16.286,16.294,10449.373,170291.814501,273
1624958700000,2021-06-29T09:25:00Z,DOT/USDT,16.298,16.3,16.29,16.295,14470.864,235842.548153,201
1624958640000,2021-06-29T09:24:00Z,DOT/USDT,16.285,16.3,16.285,16.298,4536.455,73923.050762,116
1624958580000,2021-06-29T09:23:00Z,DOT/USDT,16.276,16.3,16.276,16.285,9114.292,148471.263658,208
1624958520000,2021-06-29T09:22:00Z,DOT/USDT,16.277,16.286,16.264,16.274,13295.472,216424.746526,256
1624958460000,2021-06-29T09:21:00Z,DOT/USDT,16.274,16.279,16.263,16.277,4112.361,66924.23364,140
1624958400000,2021-06-29T09:20:00Z,DOT/USDT,16.263,16.276,16.259,16.276,2340.336,38065.257125,116
1624958340000,2021-06-29T09:19:00Z,DOT/USDT,16.266,16.276,16.253,16.259,4493.326,73103.714916,165
1624958280000,2021-06-29T09:18:00Z,DOT/USDT,16.261,16.271,16.253,16.265,2077.951,33796.518092,115
1624958220000,2021-06-29T09:17:00Z,DOT/USDT,16.259,16.263,16.242,16.258,4332.833,70407.897351,142
1624958160000,2021-06-29T09:16:00Z,DOT/USDT,16.269,16.269,16.251,16.258,5517.206,89707.095111,153
1624958100000,2021-06-29T09:15:00Z,DOT/USDT,16.249,16.274,16.242,16.27,4414.108,71799.076586,111
1624958040000,2021-06-29T09:14:00Z,DOT/USDT,16.26,16.261,16.242,16.246,5461.883,88764.64952,137
1624957980000,2021-06-29T09:13:00Z,DOT/USDT,16.272,16.273,16.242,16.259,5783.56,94022.931085,143
1624957920000,2021-06-29T09:12:00Z,DOT/USDT,16.234,16.276,16.232,16.268,6344.216,103178.580353,192
1624957860000,2021-06-29T09:11:00Z,DOT/USDT,16.241,16.251,16.234,16.235,4121.411,66938.660649,126
1624957800000,2021-06-29T09:10:00Z,DOT/USDT,16.249,16.269,16.241,16.243,6640.249,107938.815892,182
1624957740000,2021-06-29T09:09:00Z,DOT/USDT,16.225,16.247,16.221,16.246,4616.695,74950.45489,251
1624957680000,2021-06-29T09:08:00Z,DOT/USDT,16.235,16.27,16.221,16.222,6963.838,113123.569154,276
1624957620000,2021-06-29T09:07:00Z,DOT/USDT,16.252,16.263,16.206,16.231,30347.452,492698.739682,551
1624957560000,2021-06-29T09:06:00Z,DOT/USDT,16.321,16.323,16.224,16.251,25907.954,421451.529566,682
1624957500000,2021-06-29T09:05:00Z,DOT/USDT,16.306,16.323,16.301,16.321,10441.859,170310.125075,188
1624957440000,2021-06-29T09:04:00Z,DOT/USDT,16.361,16.366,16.301,16.306,17060.407,278464.567606,312
1624957380000,2021-06-29T09:03:00Z,DOT/USDT,16.369,16.38,16.358,16.364,3459.259,56626.775849,156
1624957320000,2021-06-29T09:02:00Z,DOT/USDT,16.379,16.404,16.358,16.366,6256.447,102481.750472,200
1624957260000,2021-06-29T09:01:00Z,DOT/USDT,16.374,16.387,16.3,16.376,24426.451,399033.503059,629
1624957200000,2021-06-29T09:00:00Z,DOT/USDT,16.395,16.467,16.369,16.375,45639.571,749071.627859,744
1624957140000,2021-06-29T08:59:00Z,DOT/USDT,16.417,16.418,16.39,16.4,9774.562,160347.393729,130
1624957080000,2021-06-29T08:58:00Z,DOT/USDT,16.402,16.44,16.402,16.415,9389.53,154230.883131,221
1624957020000,2021-06-29T08:57:00Z,DOT/USDT,16.422,16.422,16.382,16.401,8045.502,131962.489784,221
1624956960000,2021-06-29T08:56:00Z,DOT/USDT,16.427,16.429,16.348,16.42,23790.459,389733.438803,612
1624956900000,2021-06-29T08:55:00Z,DOT/USDT,16.47,16.471,16.408,16.43,7926.984,130324.109334,446
1624956840000,2021-06-29T08:54:00Z,DOT/USDT,16.493,16.493,16.456,16.472,9297.494,153169.038563,331
1624956780000,2021-06-29T08:53:00Z,DOT/USDT,16.455,16.5,16.448,16.493,20877.347,344275.664972,658
1624956720000,2021-06-29T08:52:00Z,DOT/USDT,16.459,16.5,16.449,16.449,17611.974,290197.527815,832
1624956660000,2021-06-29T08:51:00Z,DOT/USDT,16.465,16.475,16.45,16.462,18712.521,308036.000189,551
1624956600000,2021-06-29T08:50:00Z,DOT/USDT,16.461,16.479,16.461,16.466,12578.375,207178.252342,502
1624956540000,2021-06-29T08:49:00Z,DOT/USDT,16.451,16.462,16.443,16.462,12710.398,209171.932959,330
1624956480000,2021-06-29T08:48:00Z,DOT/USDT,16.44,16.458,16.433,16.448,10989.247,180743.688998,394
1624956420000,2021-06-29T08:47:00Z,DOT/USDT,16.367,16.448,16.364,16.441,6674.737,109559.351859,329
1624956360000,2021-06-29T08:46:00Z,DOT/USDT,16.418,16.427,16.364,16.37,14176.889,232448.029138,1005
1624956300000,2021-06-29T08:45:00Z,DOT/USDT,16.367,16.449,16.365,16.414,53776.104,882383.20052,1513
1624956240000,2021-06-29T08:44:00Z,DOT/USDT,16.332,16.377,16.332,16.362,8273.564,135380.83358,210
1624956180000,2021-06-29T08:43:00Z,DOT/USDT,16.383,16.383,16.332,16.332,15274.863,249908.042904,350
1624956120000,2021-06-29T08:42:00Z,DOT/USDT,16.376,16.39,16.371,16.382,6804.235,111466.493121,219
1624956060000,2021-06-29T08:41:00Z,DOT/USDT,16.387,16.388,16.371,16.377,5139.364,84178.546137,151
1624956000000,2021-06-29T08:40:00Z,DOT/USDT,16.385,16.389,16.377,16.384,2375.467,38921.05392,176
1624955940000,2021-06-29T08:39:00Z,DOT/USDT,16.372,16.388,16.371,16.38,9648.885,158041.497102,242
1624955880000,2021-06-29T08:38:00Z,DOT/USDT,16.377,16.388,16.369,16.371,18253.956,299019.318131,371
1624955820000,2021-06-29T08:37:00Z,DOT/USDT,16.37,16.385,16.369,16.379,14469.196,237033.649933,270
1624955760000,2021-06-29T08:36:00Z,DOT/USDT,16.367,16.384,16.358,16.375,8682.36,142132.360825,307
1624955700000,2021-06-29T08:35:00Z,DOT/USDT,16.351,16.372,16.34,16.366,4384.725,71730.429382,219
1624955640000,2021-06-29T08:34:00Z,DOT/USDT,16.349,16.361,16.337,16.351,7494.031,122546.617104,249
1624955580000,2021-06-29T08:33:00Z,DOT/USDT,16.342,16.352,16.332,16.35,5333.332,87175.27016,198
1624955520000,2021-06-29T08:32:00Z,DOT/USDT,16.337,16.35,16.317,16.35,11045.589,180477.09886,306
1624955460000,2021-06-29T08:31:00Z,DOT/USDT,16.275,16.343,16.274,16.342,13940.983,227459.447134,369
1624955400000,2021-06-29T08:30:00Z,DOT/USDT,16.295,16.295,16.241,16.272,5380.488,87505.728946,177
1624955340000,2021-06-29T08:29:00Z,DOT/USDT,16.262,16.299,16.262,16.292,4261.825,69419.75978,181
1624955280000,2021-06-29T08:28:00Z,DOT/USDT,16.259,16.268,16.25,16.258,1443.088,23459.990049,68
1624955220000,2021-06-29T08:27:00Z,DOT/USDT,16.263,16.268,16.245,16.263,6937.471,112787.436436,139
1624955160000,2021-06-29T08:26:00Z,DOT/USDT,16.275,16.28,16.252,16.262,4764.079,77507.706449,149
1624955100000,2021-06-29T08:25:00Z,DOT/USDT,16.257,16.279,16.225,16.273,5972.364,97037.68532,201
1624955040000,2021-06-29T08:24:00Z,DOT/USDT,16.262,16.277,16.251,16.26,7688.425,125031.587942,231
1624954980000,2021-06-29T08:23:00Z,DOT/USDT,16.24,16.266,16.238,16.261,9466.3,153850.000837,186
1624954920000,2021-06-29T08:22:00Z,DOT/USDT,16.226,16.243,16.226,16.239,4373.961,71009.674647,166
1624954860000,2021-06-29T08:21:00Z,DOT/USDT,16.226,16.233,16.206,16.223,9653.765,156571.024819,161
1624954800000,2021-06-29T08:20:00Z,DOT/USDT,16.221,16.239,16.204,16.226,9638.131,156439.188753,266
1624954740000,2021-06-29T08:19:00Z,DOT/USDT,16.181,16.224,16.177,16.218,14613.419,236516.600813,410
1624954680000,2021-06-29T08:18:00Z,DOT/USDT,16.181,16.184,16.17,16.18,5899.284,95444.886354,145
1624954620000,2021-06-29T08:17:00Z,DOT/USDT,16.158,16.185,16.158,16.181,5430.313,87843.852871,170
1624954560000,2021-06-29T08:16:00Z,DOT/USDT,16.145,16.176,16.145,16.162,6223.723,100588.833614,168
1624954500000,2021-06-29T08:15:00Z,DOT/USDT,16.146,16.146,16.112,16.145,8730.426,140878.522739,172
1624954440000,2021-06-29T08:14:00Z,DOT/USDT,16.153,16.159,16.126,16.14,3273.66,52858.818093,130
1624954380000,2021-06-29T08:13:00Z,DOT/USDT,16.139,16.162,16.139,16.153,6826.926,110270.585964,172
1624954320000,2021-06-29T08:12:00Z,DOT/USDT,16.1,16.144,16.1,16.129,5105.604,82312.621351,173
1624954260000,2021-06-29T08:11:00Z,DOT/USDT,16.093,16.126,16.086,16.1,4888.207,78724.868399,153
1624954200000,2021-06-29T08:10:00Z,DOT/USDT,16.091,16.094,16.06,16.086,6100.869,98092.088312,245
1624954140000,2021-06-29T08:09:00Z,DOT/USDT,16.093,16.115,16.082,16.091,11323.887,182304.012205,191
1624954080000,2021-06-29T08:08:00Z,DOT/USDT,16.081,16.114,16.073,16.093,11582.33,186361.360473,246
1624954020000,2021-06-29T08:07:00Z,DOT/USDT,16.132,16.14,16.078,16.082,19196.682,309122.284715,327
1624953960000,2021-06-29T08:06:00Z,DOT/USDT,16.118,16.142,16.104,16.133,11006.098,177432.798136,220
1624953900000,2021-06-29T08:05:00Z,DOT/USDT,16.161,16.165,16.107,16.112,15501.812,250246.179328,284
1624953840000,2021-06-29T08:04:00Z,DOT/USDT,16.149,16.181,16.138,16.16,8392.917,135623.925739,264
1624953780000,2021-06-29T08:03:00Z,DOT/USDT,16.207,16.21,16.144,16.154,9849.022,159298.216213,292
1624953720000,2021-06-29T08:02:00Z,DOT/USDT,16.278,16.279,16.207,16.212,5404.18,87800.349931,202
1624953660000,2021-06-29T08:01:00Z,DOT/USDT,16.219,16.299,16.218,16.278,22057.803,358901.713753,449
1624953600000,2021-06-29T08:00:00Z,DOT/USDT,16.195,16.221,16.186,16.22,3389.6,54907.593915,185
1624953540000,2021-06-29T07:59:00Z,DOT/USDT,16.219,16.222,16.194,16.195,6454.008,104607.62146,162
1624953480000,2021-06-29T07:58:00Z,DOT/USDT,16.245,16.251,16.218,16.22,2309.256,37493.543599,111
1624953420000,2021-06-29T07:57:00Z,DOT/USDT,16.254,16.254,16.223,16.244,4137.827,67189.322313,137
1624953360000,2021-06-29T07:56:00Z,DOT/USDT,16.217,16.268,16.216,16.255,5845.623,94988.349157,189
1624953300000,2021-06-29T07:55:00Z,DOT/USDT,16.223,16.233,16.201,16.215,8606.067,139537.65574,205
1624953240000,2021-06-29T07:54:00Z,DOT/USDT,16.192,16.237,16.192,16.223,4771.041,77360.192883,137
1624953180000,2021-06-29T07:53:00Z,DOT/USDT,16.186,16.206,16.18,16.19,2890.056,46808.282217,132
1624953120000,2021-06-29T07:52:00Z,DOT/USDT,16.179,16.224,16.179,16.186,10282.491,166550.776315,209
1624953060000,2021-06-29T07:51:00Z,DOT/USDT,16.176,16.191,16.171,16.175,6005.658,97169.429618,214
1624953000000,2021-06-29T07:50:00Z,DOT/USDT,16.145,16.186,16.134,16.176,8172.061,132036.527102,262
1624952940000,2021-06-29T07:49:00Z,DOT/USDT,16.156,16.157,16.114,16.146,22449.805,362194.129523,412
1624952880000,2021-06-29T07:48:00Z,DOT/USDT,16.189,16.19,16.136,16.156,13750.54,222079.20415,506
1624952820000,2021-06-29T07:47:00Z,DOT/USDT,16.208,16.221,16.179,16.186,9619.429,155771.858532,339
1624952760000,2021-06-29T07:46:00Z,DOT/USDT,16.205,16.228,16.192,16.208,15362.161,248970.635252,472
1624952700000,2021-06-29T07:45:00Z,DOT/USDT,16.298,16.305,16.206,16.206,40036.706,650733.388614,919
1624952640000,2021-06-29T07:44:00Z,DOT/USDT,16.305,16.332,16.295,16.302,7363.801,120092.598814,220
1624952580000,2021-06-29T07:43:00Z,DOT/USDT,16.3,16.325,16.3,16.301,6378.183,104036.59051,175
1624952520000,2021-06-29T07:42:00Z,DOT/USDT,16.292,16.3,16.291,16.3,2642.458,43065.330903,162
1624952460000,2021-06-29T07:41:00Z,DOT/USDT,16.293,16.298,16.263,16.295,23038.859,375129.264488,553
1624952400000,2021-06-29T07:40:00Z,DOT/USDT,16.332,16.332,16.293,16.293,8711.184,142109.904609,330
1624952340000,2021-06-29T07:39:00Z,DOT/USDT,16.369,16.369,16.328,16.329,6405.935,104696.596079,179
1624952280000,2021-06-29T07:38:00Z,DOT/USDT,16.356,16.37,16.351,16.37,3915.436,64059.331266,137
1624952220000,2021-06-29T07:37:00Z,DOT/USDT,16.373,16.377,16.35,16.36,2484.739,40669.918794,150
1624952160000,2021-06-29T07:36:00Z,DOT/USDT,16.358,16.375,16.356,16.373,4982.208,81554.777413,147
1624952100000,2021-06-29T07:35:00Z,DOT/USDT,16.371,16.382,16.327,16.361,15696.957,256679.428225,327
1624952040000,2021-06-29T07:34:00Z,DOT/USDT,16.347,16.39,16.347,16.371,7563.978,123844.291587,260
1624951980000,2021-06-29T07:33:00Z,DOT/USDT,16.362,16.362,16.325,16.346,13715.708,224117.740109,282
1624951920000,2021-06-29T07:32:00Z,DOT/USDT,16.348,16.398,16.348,16.359,22255.628,364341.956134,424
1624951860000,2021-06-29T07:31:00Z,DOT/USDT,16.384,16.387,16.343,16.347,4937.264,80788.021904,244
1624951800000,2021-06-29T07:30:00Z,DOT/USDT,16.378,16.4,16.378,16.384,10986.128,180062.547502,350
1624951740000,2021-06-29T07:29:00Z,DOT/USDT,16.359,16.382,16.358,16.377,3509.447,57456.917203,206
1624951680000,2021-06-29T07:28:00Z,DOT/USDT,16.35,16.365,16.347,16.358,2472.633,40439.145803,114
1624951620000,2021-06-29T07:27:00Z,DOT/USDT,16.348,16.362,16.343,16.35,2666.324,43602.41766,137
1624951560000,2021-06-29T07:26:00Z,DOT/USDT,16.341,16.368,16.337,16.348,13174.001,215468.830504,243
1624951500000,2021-06-29T07:25:00Z,DOT/USDT,16.327,16.349,16.325,16.341,3017.195,49293.503382,103
1624951440000,2021-06-29T07:24:00Z,DOT/USDT,16.348,16.348,16.316,16.324,5246.471,85675.810289,164
1624951380000,2021-06-29T07:23:00Z,DOT/USDT,16.343,16.353,16.334,16.35,5752.517,94012.755678,150
1624951320000,2021-06-29T07:22:00Z,DOT/USDT,16.321,16.354,16.32,16.345,4163.096,68027.463622,199
1624951260000,2021-06-29T07:21:00Z,DOT/USDT,16.309,16.327,16.307,16.32,3563.272,58144.041873,141
1624951200000,2021-06-29T07:20:00Z,DOT/USDT,16.315,16.32,16.305,16.309,2789.089,45490.320682,108
1624951140000,2021-06-29T07:19:00Z,DOT/USDT,16.314,16.325,16.306,16.315,3514.227,57327.756678,105
1624951080000,2021-06-29T07:18:00Z,DOT/USDT,16.316,16.325,16.308,16.314,4371.771,71333.483469,121
1624951020000,2021-06-29T07:17:00Z,DOT/USDT,16.335,16.335,16.303,16.314,6187.659,100954.339633,227
1624950960000,2021-06-29T07:16:00Z,DOT/USDT,16.331,16.377,16.322,16.335,5856.359,95731.824545,218
1624950900000,2021-06-29T07:15:00Z,DOT/USDT,16.381,16.385,16.32,16.333,15666.988,256132.102425,467
1624950840000,2021-06-29T07:14:00Z,DOT/USDT,16.38,16.385,16.378,16.38,4114.314,67398.050599,146
1624950780000,2021-06-29T07:13:00Z,DOT/USDT,16.372,16.392,16.372,16.386,13484.518,220884.894972,278
1624950720000,2021-06-29T07:12:00Z,DOT/USDT,16.378,16.39,16.35,16.372,11938.692,195472.06171,554
1624950660000,2021-06-29T07:11:00Z,DOT/USDT,16.321,16.379,16.321,16.377,12288.969,200973.285758,391
1624950600000,2021-06-29T07:10:00Z,DOT/USDT,16.28,16.323,16.28,16.321,7613.876,124217.795933,204
1624950540000,2021-06-29T07:09:00Z,DOT/USDT,16.304,16.307,16.277,16.277,3253.41,52993.534771,151
1624950480000,2021-06-29T07:08:00Z,DOT/USDT,16.307,16.328,16.297,16.302,7939.002,129508.277802,242
1624950420000,2021-06-29T07:07:00Z,DOT/USDT,16.286,16.31,16.286,16.305,6817.391,111127.185613,138
1624950360000,2021-06-29T07:06:00Z,DOT/USDT,16.304,16.306,16.282,16.284,6236.681,101633.799615,191
1624950300000,2021-06-29T07:05:00Z,DOT/USDT,16.27,16.314,16.27,16.304,4368.275,71178.967178,176
1624950240000,2021-06-29T07:04:00Z,DOT/USDT,16.246,16.277,16.241,16.27,2592.614,42151.144319,152
1624950180000,2021-06-29T07:03:00Z,DOT/USDT,16.25,16.252,16.226,16.244,5288.168,85856.830488,188
1624950120000,2021-06-29T07:02:00Z,DOT/USDT,16.256,16.266,16.23,16.249,14508.281,235714.25439,332
